date,ticker,product,month_code,contract_year,px
2012-11-01,HOM13 Comdty,HO,M,2013,2.9391000000000003
2012-11-02,HOM13 Comdty,HO,M,2013,2.9454000000000002
2012-11-05,HOM13 Comdty,HO,M,2013,2.9605
2012-11-06,HOM13 Comdty,HO,M,2013,2.9519
2012-11-07,HOM13 Comdty,HO,M,2013,2.9372000000000003
2012-11-08,HOM13 Comdty,HO,M,2013,2.9406
2012-11-09,HOM13 Comdty,HO,M,2013,2.917
2012-11-12,HOM13 Comdty,HO,M,2013,2.9396
2012-11-13,HOM13 Comdty,HO,M,2013,2.8598000000000003
2012-11-14,HOM13 Comdty,HO,M,2013,2.8204000000000002
2012-11-15,HOM13 Comdty,HO,M,2013,2.8404000000000003
2012-11-16,HOM13 Comdty,HO,M,2013,2.8928
2012-11-19,HOM13 Comdty,HO,M,2013,2.8906
2012-11-20,HOM13 Comdty,HO,M,2013,2.9291
2012-11-21,HOM13 Comdty,HO,M,2013,2.9282
2012-11-23,HOM13 Comdty,HO,M,2013,2.9638999999999998
2012-11-26,HOM13 Comdty,HO,M,2013,2.9858
2012-11-27,HOM13 Comdty,HO,M,2013,2.9838
2012-11-28,HOM13 Comdty,HO,M,2013,2.9758999999999998
2012-11-29,HOM13 Comdty,HO,M,2013,2.9232
2012-11-30,HOM13 Comdty,HO,M,2013,2.9331
2012-12-03,HOM13 Comdty,HO,M,2013,2.9259
2012-12-04,HOM13 Comdty,HO,M,2013,2.9082999999999997
2012-12-05,HOM13 Comdty,HO,M,2013,2.915
2012-12-06,HOM13 Comdty,HO,M,2013,2.8806
2012-12-07,HOM13 Comdty,HO,M,2013,2.9001
2012-12-10,HOM13 Comdty,HO,M,2013,2.9038999999999997
2012-12-11,HOM13 Comdty,HO,M,2013,2.8811
2012-12-12,HOM13 Comdty,HO,M,2013,2.9112999999999998
2012-12-13,HOM13 Comdty,HO,M,2013,2.8836
2012-12-14,HOM13 Comdty,HO,M,2013,2.8616
2012-12-17,HOM13 Comdty,HO,M,2013,2.8612
2012-12-18,HOM13 Comdty,HO,M,2013,2.8634
2012-12-19,HOM13 Comdty,HO,M,2013,2.866
2012-12-20,HOM13 Comdty,HO,M,2013,2.8510000000000004
2012-12-21,HOM13 Comdty,HO,M,2013,2.8347
2012-12-24,HOM13 Comdty,HO,M,2013,2.8554000000000004
2012-12-26,HOM13 Comdty,HO,M,2013,2.8794
2012-12-27,HOM13 Comdty,HO,M,2013,2.8333999999999997
2012-12-28,HOM13 Comdty,HO,M,2013,2.8492
2012-12-31,HOM13 Comdty,HO,M,2013,2.8631
2013-01-02,HOM13 Comdty,HO,M,2013,2.8215
2013-01-03,HOM13 Comdty,HO,M,2013,2.8411
2013-01-04,HOM13 Comdty,HO,M,2013,2.8501999999999996
2013-01-07,HOM13 Comdty,HO,M,2013,2.8449
2013-01-08,HOM13 Comdty,HO,M,2013,2.83
2013-01-09,HOM13 Comdty,HO,M,2013,2.8226999999999998
2013-01-10,HOM13 Comdty,HO,M,2013,2.8076999999999996
2013-01-11,HOM13 Comdty,HO,M,2013,2.8172
2013-01-14,HOM13 Comdty,HO,M,2013,2.8248
2013-01-15,HOM13 Comdty,HO,M,2013,2.8106
2013-01-16,HOM13 Comdty,HO,M,2013,2.8152
2013-01-17,HOM13 Comdty,HO,M,2013,2.7470999999999997
2013-01-18,HOM13 Comdty,HO,M,2013,2.7965
2013-01-22,HOM13 Comdty,HO,M,2013,2.8043
2013-01-23,HOM13 Comdty,HO,M,2013,2.7811000000000003
2013-01-24,HOM13 Comdty,HO,M,2013,2.8044
2013-01-25,HOM13 Comdty,HO,M,2013,2.77
2013-01-28,HOM13 Comdty,HO,M,2013,2.7602999999999995
2013-01-29,HOM13 Comdty,HO,M,2013,2.7455000000000003
2013-01-30,HOM13 Comdty,HO,M,2013,2.7563999999999997
2013-01-31,HOM13 Comdty,HO,M,2013,2.7805
2013-02-01,HOM13 Comdty,HO,M,2013,2.8002
2013-02-04,HOM13 Comdty,HO,M,2013,2.7818
2013-02-05,HOM13 Comdty,HO,M,2013,2.7655000000000003
2013-02-06,HOM13 Comdty,HO,M,2013,2.7565
2013-02-07,HOM13 Comdty,HO,M,2013,2.7654
2013-02-08,HOM13 Comdty,HO,M,2013,2.8005
2013-02-11,HOM13 Comdty,HO,M,2013,2.752
2013-02-12,HOM13 Comdty,HO,M,2013,2.7508
2013-02-13,HOM13 Comdty,HO,M,2013,2.7435
2013-02-14,HOM13 Comdty,HO,M,2013,2.7411000000000003
2013-02-15,HOM13 Comdty,HO,M,2013,2.7332
2013-02-19,HOM13 Comdty,HO,M,2013,2.6647000000000003
2013-02-20,HOM13 Comdty,HO,M,2013,2.7185
2013-02-21,HOM13 Comdty,HO,M,2013,2.766
2013-02-22,HOM13 Comdty,HO,M,2013,2.7399
2013-02-25,HOM13 Comdty,HO,M,2013,2.7287
2013-02-26,HOM13 Comdty,HO,M,2013,2.6974
2013-02-27,HOM13 Comdty,HO,M,2013,2.7026999999999997
2013-02-28,HOM13 Comdty,HO,M,2013,2.6997000000000004
2013-03-01,HOM13 Comdty,HO,M,2013,2.6875999999999998
2013-03-04,HOM13 Comdty,HO,M,2013,2.6637
2013-03-05,HOM13 Comdty,HO,M,2013,2.6452
2013-03-06,HOM13 Comdty,HO,M,2013,2.6732
2013-03-07,HOM13 Comdty,HO,M,2013,2.6904000000000003
2013-03-08,HOM13 Comdty,HO,M,2013,2.6972000000000005
2013-03-11,HOM13 Comdty,HO,M,2013,2.6674
2013-03-12,HOM13 Comdty,HO,M,2013,2.6641000000000004
2013-03-13,HOM13 Comdty,HO,M,2013,2.6807999999999996
2013-03-14,HOM13 Comdty,HO,M,2013,2.6887
2013-03-15,HOM13 Comdty,HO,M,2013,2.7015
2013-03-18,HOM13 Comdty,HO,M,2013,2.7174
2013-03-19,HOM13 Comdty,HO,M,2013,2.6635000000000004
2013-03-20,HOM13 Comdty,HO,M,2013,2.7185
2013-03-21,HOM13 Comdty,HO,M,2013,2.6891000000000003
2013-03-22,HOM13 Comdty,HO,M,2013,2.7061
2013-03-25,HOM13 Comdty,HO,M,2013,2.7218999999999998
2013-03-26,HOM13 Comdty,HO,M,2013,2.7342
2013-03-27,HOM13 Comdty,HO,M,2013,2.7157999999999998
2013-03-28,HOM13 Comdty,HO,M,2013,2.7006
2013-04-01,HOM13 Comdty,HO,M,2013,2.6883
2013-04-02,HOM13 Comdty,HO,M,2013,2.7077
2013-04-03,HOM13 Comdty,HO,M,2013,2.6849000000000003
2013-04-04,HOM13 Comdty,HO,M,2013,2.6813
2013-04-05,HOM13 Comdty,HO,M,2013,2.7281
2013-04-08,HOM13 Comdty,HO,M,2013,2.7112
2013-04-09,HOM13 Comdty,HO,M,2013,2.7068
2013-04-10,HOM13 Comdty,HO,M,2013,2.6962
2013-04-11,HOM13 Comdty,HO,M,2013,2.7308
2013-04-12,HOM13 Comdty,HO,M,2013,2.6944
2013-04-15,HOM13 Comdty,HO,M,2013,2.6951
2013-04-16,HOM13 Comdty,HO,M,2013,2.6886
2013-04-17,HOM13 Comdty,HO,M,2013,2.6670999999999996
2013-04-18,HOM13 Comdty,HO,M,2013,2.6744
2013-04-19,HOM13 Comdty,HO,M,2013,2.6649000000000003
2013-04-22,HOM13 Comdty,HO,M,2013,2.6575
2013-04-23,HOM13 Comdty,HO,M,2013,2.6919999999999997
2013-04-24,HOM13 Comdty,HO,M,2013,2.6989
2013-04-25,HOM13 Comdty,HO,M,2013,2.6860000000000004
2013-04-26,HOM13 Comdty,HO,M,2013,2.6395999999999997
2013-04-29,HOM13 Comdty,HO,M,2013,2.6702
2013-04-30,HOM13 Comdty,HO,M,2013,2.6664999999999996
2013-05-01,HOM13 Comdty,HO,M,2013,2.6581
2013-05-02,HOM13 Comdty,HO,M,2013,2.6666000000000003
2013-05-03,HOM13 Comdty,HO,M,2013,2.6923000000000004
2013-05-06,HOM13 Comdty,HO,M,2013,2.7081
2013-05-07,HOM13 Comdty,HO,M,2013,2.708
2013-05-08,HOM13 Comdty,HO,M,2013,2.7310000000000003
2013-05-09,HOM13 Comdty,HO,M,2013,2.7499000000000002
2013-05-10,HOM13 Comdty,HO,M,2013,2.7498
2013-05-13,HOM13 Comdty,HO,M,2013,2.7235
2013-05-14,HOM13 Comdty,HO,M,2013,2.6994
2013-05-15,HOM13 Comdty,HO,M,2013,2.693
2013-05-16,HOM13 Comdty,HO,M,2013,2.6738
2013-05-17,HOM13 Comdty,HO,M,2013,2.6699
2013-05-20,HOM13 Comdty,HO,M,2013,2.6483
2013-05-21,HOM13 Comdty,HO,M,2013,2.6919999999999997
2013-05-22,HOM13 Comdty,HO,M,2013,2.6479000000000004
2013-05-23,HOM13 Comdty,HO,M,2013,2.7007999999999996
2013-05-24,HOM13 Comdty,HO,M,2013,2.7231
2013-05-28,HOM13 Comdty,HO,M,2013,2.7485000000000004
2013-05-29,HOM13 Comdty,HO,M,2013,2.7407999999999997
2013-05-30,HOM13 Comdty,HO,M,2013,2.7394
2013-05-31,HOM13 Comdty,HO,M,2013,2.7318000000000002
2012-06-01,HOM14 Comdty,HO,M,2014,2.9011
2012-06-04,HOM14 Comdty,HO,M,2014,2.9800999999999997
2012-06-05,HOM14 Comdty,HO,M,2014,3.0629000000000004
2012-06-06,HOM14 Comdty,HO,M,2014,3.0871
2012-06-07,HOM14 Comdty,HO,M,2014,3.0937
2012-06-08,HOM14 Comdty,HO,M,2014,3.1289999999999996
2012-06-11,HOM14 Comdty,HO,M,2014,3.0784
2012-06-12,HOM14 Comdty,HO,M,2014,3.0077
2012-06-13,HOM14 Comdty,HO,M,2014,2.9461
2012-06-14,HOM14 Comdty,HO,M,2014,2.8992
2012-06-15,HOM14 Comdty,HO,M,2014,2.9015
2012-06-18,HOM14 Comdty,HO,M,2014,2.8841
2012-06-19,HOM14 Comdty,HO,M,2014,2.9062
2012-06-20,HOM14 Comdty,HO,M,2014,2.8925
2012-06-21,HOM14 Comdty,HO,M,2014,2.9351
2012-06-22,HOM14 Comdty,HO,M,2014,2.9237
2012-06-25,HOM14 Comdty,HO,M,2014,2.8958999999999997
2012-06-26,HOM14 Comdty,HO,M,2014,2.8157
2012-06-27,HOM14 Comdty,HO,M,2014,2.7278
2012-06-28,HOM14 Comdty,HO,M,2014,2.6795999999999998
2012-06-29,HOM14 Comdty,HO,M,2014,2.7081999999999997
2012-07-02,HOM14 Comdty,HO,M,2014,2.6762
2012-07-03,HOM14 Comdty,HO,M,2014,2.6883999999999997
2012-07-05,HOM14 Comdty,HO,M,2014,2.6851
2012-07-06,HOM14 Comdty,HO,M,2014,2.6176
2012-07-09,HOM14 Comdty,HO,M,2014,2.7124
2012-07-10,HOM14 Comdty,HO,M,2014,2.7215
2012-07-11,HOM14 Comdty,HO,M,2014,2.7355
2012-07-12,HOM14 Comdty,HO,M,2014,2.7537000000000003
2012-07-13,HOM14 Comdty,HO,M,2014,2.7655000000000003
2012-07-16,HOM14 Comdty,HO,M,2014,2.7880000000000003
2012-07-17,HOM14 Comdty,HO,M,2014,2.8138
2012-07-18,HOM14 Comdty,HO,M,2014,2.8173000000000004
2012-07-19,HOM14 Comdty,HO,M,2014,2.8598000000000003
2012-07-20,HOM14 Comdty,HO,M,2014,2.8761
2012-07-23,HOM14 Comdty,HO,M,2014,2.8805
2012-07-24,HOM14 Comdty,HO,M,2014,2.8305000000000002
2012-07-25,HOM14 Comdty,HO,M,2014,2.8161
2012-07-26,HOM14 Comdty,HO,M,2014,2.8202999999999996
2012-07-27,HOM14 Comdty,HO,M,2014,2.8073
2012-07-30,HOM14 Comdty,HO,M,2014,2.8411
2012-07-31,HOM14 Comdty,HO,M,2014,2.745
2012-08-01,HOM14 Comdty,HO,M,2014,2.7497000000000003
2012-08-02,HOM14 Comdty,HO,M,2014,2.7725
2012-08-03,HOM14 Comdty,HO,M,2014,2.7192000000000003
2012-08-06,HOM14 Comdty,HO,M,2014,2.7616
2012-08-07,HOM14 Comdty,HO,M,2014,2.7264
2012-08-08,HOM14 Comdty,HO,M,2014,2.6913
2012-08-09,HOM14 Comdty,HO,M,2014,2.7563
2012-08-10,HOM14 Comdty,HO,M,2014,2.7705
2012-08-13,HOM14 Comdty,HO,M,2014,2.7744999999999997
2012-08-14,HOM14 Comdty,HO,M,2014,2.7848
2012-08-15,HOM14 Comdty,HO,M,2014,2.7939
2012-08-16,HOM14 Comdty,HO,M,2014,2.7908999999999997
2012-08-17,HOM14 Comdty,HO,M,2014,2.8057999999999996
2012-08-20,HOM14 Comdty,HO,M,2014,2.7813
2012-08-21,HOM14 Comdty,HO,M,2014,2.7607999999999997
2012-08-22,HOM14 Comdty,HO,M,2014,2.7357
2012-08-23,HOM14 Comdty,HO,M,2014,2.7226999999999997
2012-08-24,HOM14 Comdty,HO,M,2014,2.6952999999999996
2012-08-27,HOM14 Comdty,HO,M,2014,2.7034
2012-08-28,HOM14 Comdty,HO,M,2014,2.7701
2012-08-29,HOM14 Comdty,HO,M,2014,2.7426
2012-08-30,HOM14 Comdty,HO,M,2014,2.7588
2012-08-31,HOM14 Comdty,HO,M,2014,2.7931
2012-09-04,HOM14 Comdty,HO,M,2014,2.7428
2012-09-05,HOM14 Comdty,HO,M,2014,2.7516000000000003
2012-09-06,HOM14 Comdty,HO,M,2014,2.779
2012-09-07,HOM14 Comdty,HO,M,2014,2.7960000000000003
2012-09-10,HOM14 Comdty,HO,M,2014,2.7766
2012-09-11,HOM14 Comdty,HO,M,2014,2.7835
2012-09-12,HOM14 Comdty,HO,M,2014,2.7861000000000002
2012-09-13,HOM14 Comdty,HO,M,2014,2.7767
2012-09-14,HOM14 Comdty,HO,M,2014,2.8169
2012-09-17,HOM14 Comdty,HO,M,2014,2.8295999999999997
2012-09-18,HOM14 Comdty,HO,M,2014,2.8483
2012-09-19,HOM14 Comdty,HO,M,2014,2.8762
2012-09-20,HOM14 Comdty,HO,M,2014,2.8893
2012-09-21,HOM14 Comdty,HO,M,2014,2.8745
2012-09-24,HOM14 Comdty,HO,M,2014,2.8745999999999996
2012-09-25,HOM14 Comdty,HO,M,2014,2.8698
2012-09-26,HOM14 Comdty,HO,M,2014,2.8907
2012-09-27,HOM14 Comdty,HO,M,2014,2.9051
2012-09-28,HOM14 Comdty,HO,M,2014,2.8903
2012-10-01,HOM14 Comdty,HO,M,2014,2.8868
2012-10-02,HOM14 Comdty,HO,M,2014,2.8785000000000003
2012-10-03,HOM14 Comdty,HO,M,2014,2.8955
2012-10-04,HOM14 Comdty,HO,M,2014,2.9017
2012-10-05,HOM14 Comdty,HO,M,2014,2.8825
2012-10-08,HOM14 Comdty,HO,M,2014,2.8608999999999996
2012-10-09,HOM14 Comdty,HO,M,2014,2.8712
2012-10-10,HOM14 Comdty,HO,M,2014,2.8861000000000003
2012-10-11,HOM14 Comdty,HO,M,2014,2.8569
2012-10-12,HOM14 Comdty,HO,M,2014,2.9197
2012-10-15,HOM14 Comdty,HO,M,2014,2.9227999999999996
2012-10-16,HOM14 Comdty,HO,M,2014,2.9448000000000003
2012-10-17,HOM14 Comdty,HO,M,2014,2.9725
2012-10-18,HOM14 Comdty,HO,M,2014,2.9836
2012-10-19,HOM14 Comdty,HO,M,2014,3.0122000000000004
2012-10-22,HOM14 Comdty,HO,M,2014,2.9612
2012-10-23,HOM14 Comdty,HO,M,2014,2.9627999999999997
2012-10-24,HOM14 Comdty,HO,M,2014,2.9600999999999997
2012-10-25,HOM14 Comdty,HO,M,2014,2.9042000000000003
2012-10-26,HOM14 Comdty,HO,M,2014,2.8842000000000003
2012-10-29,HOM14 Comdty,HO,M,2014,2.8926999999999996
2012-10-30,HOM14 Comdty,HO,M,2014,2.9012000000000002
2012-10-31,HOM14 Comdty,HO,M,2014,2.8545
2012-11-01,HOM14 Comdty,HO,M,2014,2.9144
2012-11-02,HOM14 Comdty,HO,M,2014,2.9348
2012-11-05,HOM14 Comdty,HO,M,2014,2.9495
2012-11-06,HOM14 Comdty,HO,M,2014,2.9352
2012-11-07,HOM14 Comdty,HO,M,2014,2.9368
2012-11-08,HOM14 Comdty,HO,M,2014,2.9193000000000002
2012-11-09,HOM14 Comdty,HO,M,2014,2.9017
2012-11-12,HOM14 Comdty,HO,M,2014,2.9262
2012-11-13,HOM14 Comdty,HO,M,2014,2.8350999999999997
2012-11-14,HOM14 Comdty,HO,M,2014,2.7931
2012-11-15,HOM14 Comdty,HO,M,2014,2.7981
2012-11-16,HOM14 Comdty,HO,M,2014,2.8322000000000003
2012-11-19,HOM14 Comdty,HO,M,2014,2.842
2012-11-20,HOM14 Comdty,HO,M,2014,2.9101999999999997
2012-11-21,HOM14 Comdty,HO,M,2014,2.8977
2012-11-23,HOM14 Comdty,HO,M,2014,2.9292000000000002
2012-11-26,HOM14 Comdty,HO,M,2014,2.924
2012-11-27,HOM14 Comdty,HO,M,2014,2.9160000000000004
2012-11-28,HOM14 Comdty,HO,M,2014,2.8956
2012-11-29,HOM14 Comdty,HO,M,2014,2.8539999999999996
2012-11-30,HOM14 Comdty,HO,M,2014,2.85
2012-12-03,HOM14 Comdty,HO,M,2014,2.8331
2012-12-04,HOM14 Comdty,HO,M,2014,2.8049
2012-12-05,HOM14 Comdty,HO,M,2014,2.7977999999999996
2012-12-06,HOM14 Comdty,HO,M,2014,2.7793
2012-12-07,HOM14 Comdty,HO,M,2014,2.8413
2012-12-10,HOM14 Comdty,HO,M,2014,2.8339
2012-12-11,HOM14 Comdty,HO,M,2014,2.8386
2012-12-12,HOM14 Comdty,HO,M,2014,2.8574
2012-12-13,HOM14 Comdty,HO,M,2014,2.8377
2012-12-14,HOM14 Comdty,HO,M,2014,2.7950999999999997
2012-12-17,HOM14 Comdty,HO,M,2014,2.7854
2012-12-18,HOM14 Comdty,HO,M,2014,2.8099000000000003
2012-12-19,HOM14 Comdty,HO,M,2014,2.7891000000000004
2012-12-20,HOM14 Comdty,HO,M,2014,2.7718000000000003
2012-12-21,HOM14 Comdty,HO,M,2014,2.7363999999999997
2012-12-24,HOM14 Comdty,HO,M,2014,2.7406
2012-12-26,HOM14 Comdty,HO,M,2014,2.7818
2012-12-27,HOM14 Comdty,HO,M,2014,2.7444
2012-12-28,HOM14 Comdty,HO,M,2014,2.7442
2012-12-31,HOM14 Comdty,HO,M,2014,2.7519
2013-01-02,HOM14 Comdty,HO,M,2014,2.7003
2013-01-03,HOM14 Comdty,HO,M,2014,2.7351
2013-01-04,HOM14 Comdty,HO,M,2014,2.7417000000000002
2013-01-07,HOM14 Comdty,HO,M,2014,2.7449
2013-01-08,HOM14 Comdty,HO,M,2014,2.738
2013-01-09,HOM14 Comdty,HO,M,2014,2.7409
2013-01-10,HOM14 Comdty,HO,M,2014,2.7201
2013-01-11,HOM14 Comdty,HO,M,2014,2.719
2013-01-14,HOM14 Comdty,HO,M,2014,2.7391
2013-01-15,HOM14 Comdty,HO,M,2014,2.7166
2013-01-16,HOM14 Comdty,HO,M,2014,2.7156000000000002
2013-01-17,HOM14 Comdty,HO,M,2014,2.6456
2013-01-18,HOM14 Comdty,HO,M,2014,2.7166
2013-01-22,HOM14 Comdty,HO,M,2014,2.716
2013-01-23,HOM14 Comdty,HO,M,2014,2.6729000000000003
2013-01-24,HOM14 Comdty,HO,M,2014,2.6973000000000003
2013-01-25,HOM14 Comdty,HO,M,2014,2.6579
2013-01-28,HOM14 Comdty,HO,M,2014,2.6626
2013-01-29,HOM14 Comdty,HO,M,2014,2.6430000000000002
2013-01-30,HOM14 Comdty,HO,M,2014,2.6614
2013-01-31,HOM14 Comdty,HO,M,2014,2.6806
2013-02-01,HOM14 Comdty,HO,M,2014,2.7253
2013-02-04,HOM14 Comdty,HO,M,2014,2.6995999999999998
2013-02-05,HOM14 Comdty,HO,M,2014,2.6685000000000003
2013-02-06,HOM14 Comdty,HO,M,2014,2.6574
2013-02-07,HOM14 Comdty,HO,M,2014,2.6667
2013-02-08,HOM14 Comdty,HO,M,2014,2.6918
2013-02-11,HOM14 Comdty,HO,M,2014,2.6467
2013-02-12,HOM14 Comdty,HO,M,2014,2.6266000000000003
2013-02-13,HOM14 Comdty,HO,M,2014,2.62
2013-02-14,HOM14 Comdty,HO,M,2014,2.6045999999999996
2013-02-15,HOM14 Comdty,HO,M,2014,2.5769
2013-02-19,HOM14 Comdty,HO,M,2014,2.508
2013-02-20,HOM14 Comdty,HO,M,2014,2.5764
2013-02-21,HOM14 Comdty,HO,M,2014,2.6298000000000004
2013-02-22,HOM14 Comdty,HO,M,2014,2.6061
2013-02-25,HOM14 Comdty,HO,M,2014,2.5823
2013-02-26,HOM14 Comdty,HO,M,2014,2.5483000000000002
2013-02-27,HOM14 Comdty,HO,M,2014,2.5729
2013-02-28,HOM14 Comdty,HO,M,2014,2.5652999999999997
2013-03-01,HOM14 Comdty,HO,M,2014,2.5706
2013-03-04,HOM14 Comdty,HO,M,2014,2.5583
2013-03-05,HOM14 Comdty,HO,M,2014,2.5228
2013-03-06,HOM14 Comdty,HO,M,2014,2.5483000000000002
2013-03-07,HOM14 Comdty,HO,M,2014,2.5591999999999997
