date,vintage,rb_jun,ho_jun,rb_dec,ho_dec,spread_bbl
2012-07-09,2013,2.8037,2.7425,2.6475999999999997,2.7544999999999997,7.0601999999999965
2012-07-10,2013,2.8007999999999997,2.75,2.6663,2.7701,6.493199999999975
2012-07-11,2013,2.8407,2.7702,2.6842,2.7885000000000004,7.341600000000012
2012-07-12,2013,2.8555,2.8051999999999997,2.7174,2.8138,6.161400000000021
2012-07-13,2013,2.8567,2.8062,2.7281999999999997,2.8257,6.2160000000000055
2012-07-16,2013,2.8468999999999998,2.8133999999999997,2.7393,2.8421,5.724599999999994
2012-07-17,2013,2.8894,2.8456,2.7678,2.8665,5.985000000000003
2012-07-18,2013,2.8705000000000003,2.847,2.7705,2.8672000000000004,5.048400000000022
2012-07-19,2013,2.9084,2.8869,2.7987,2.8975999999999997,5.056799999999984
2012-07-20,2013,2.9412000000000003,2.8885,2.8349,2.9208,5.821199999999993
2012-07-23,2013,2.9652999999999996,2.9067000000000003,2.8413999999999997,2.93,6.182399999999991
2012-07-24,2013,2.9196,2.8787000000000003,2.8113,2.8945,5.212199999999976
2012-07-25,2013,2.9466,2.8841,2.8097000000000003,2.8857,5.816999999999984
2012-07-26,2013,2.9492000000000003,2.8866,2.8131,2.8909,5.896800000000003
2012-07-27,2013,2.9103,2.8723,2.793,2.8789999999999996,5.207999999999967
2012-07-30,2013,2.9488,2.9123,2.8406000000000002,2.9206,4.892999999999974
2012-07-31,2013,2.8697000000000004,2.8337,2.7439,2.8188999999999997,4.662000000000009
2012-08-01,2013,2.8594,2.8382,2.7396,2.8194,4.241999999999999
2012-08-02,2013,2.8786,2.8586,2.7727999999999997,2.845,3.872400000000021
2012-08-03,2013,2.8572,2.8161,2.7461,2.7988999999999997,3.9437999999999853
2012-08-06,2013,2.9043,2.8528,2.7973000000000003,2.8444,4.1411999999999916
2012-08-07,2013,2.8916000000000004,2.8284,2.7774,2.82,4.443600000000014
2012-08-08,2013,2.8815,2.8167,2.7537000000000003,2.8039,4.82999999999999
2012-08-09,2013,2.9285,2.86,2.806,2.861,5.187000000000016
2012-08-10,2013,2.9348,2.8758999999999997,2.8174,2.8725,4.788000000000014
2012-08-13,2013,2.9419,2.8657999999999997,2.8164999999999996,2.8689,5.39700000000003
2012-08-14,2013,2.951,2.8771,2.8305000000000002,2.8907,5.632199999999986
2012-08-15,2013,2.9613,2.8882,2.8438,2.9021,5.518800000000008
2012-08-16,2013,2.9651,2.8889,2.8243,2.8813,5.594399999999999
2012-08-17,2013,2.9568,2.8939,2.8369,2.8941000000000003,5.044200000000013
2012-08-20,2013,2.9452,2.8876,2.8137,2.8738,4.943400000000006
2012-08-21,2013,2.924,2.8611,2.784,2.843,5.119800000000005
2012-08-22,2013,2.9362,2.8560000000000003,2.7706999999999997,2.8204000000000002,5.455800000000005
2012-08-23,2013,2.9098,2.8451,2.739,2.7969999999999997,5.153400000000001
2012-08-24,2013,2.863,2.8122000000000003,2.7260000000000004,2.7901,4.825799999999963
2012-08-27,2013,2.8806,2.8160000000000003,2.7348000000000003,2.7999,5.447399999999969
2012-08-28,2013,2.9402999999999997,2.8657,2.7991,2.8543000000000003,5.4515999999999964
2012-08-29,2013,2.9276999999999997,2.8495999999999997,2.7906999999999997,2.8425,5.455800000000005
2012-08-30,2013,2.9399,2.8552999999999997,2.7966,2.8506,5.821200000000012
2012-08-31,2013,2.9443,2.8758,2.8074,2.8623000000000003,5.182800000000026
2012-09-04,2013,2.9361,2.8331,2.7769,2.8198000000000003,6.127800000000025
2012-09-05,2013,2.9153,2.8366000000000002,2.7813,2.8295,5.329799999999982
2012-09-06,2013,2.9399,2.845,2.8129000000000004,2.8564999999999996,5.8169999999999655
2012-09-07,2013,2.9655,2.8566000000000003,2.8249,2.8705000000000003,6.489000000000003
2012-09-10,2013,2.9457999999999998,2.8386,2.8166,2.8574,6.215999999999987
2012-09-11,2013,2.9532,2.8568000000000002,2.8388999999999998,2.8764,5.623799999999987
2012-09-12,2013,2.9451,2.862,2.8235,2.8676,5.34239999999999
2012-09-13,2013,2.9469,2.8685,2.8505000000000003,2.8808999999999996,4.569599999999963
2012-09-14,2013,2.9912,2.8952999999999998,2.8954000000000004,2.9187,5.0063999999999895
2012-09-17,2013,3.0016000000000003,2.9048000000000003,2.8974,2.9328,5.552399999999985
2012-09-18,2013,3.0043,2.9043,2.91,2.9457999999999998,5.703599999999987
2012-09-19,2013,3.0291,2.9326999999999996,2.9307,2.969,5.65740000000002
2012-09-20,2013,3.0186,2.9217,2.9337,2.9812,6.0648000000000035
2012-09-21,2013,2.9985000000000004,2.897,2.9027999999999996,2.9514,6.304200000000042
2012-09-24,2013,3.0351999999999997,2.9133,2.911,2.9488,6.707399999999979
2012-09-25,2013,3.0474,2.9347000000000003,2.923,2.9662,6.547799999999997
2012-09-26,2013,3.0446,2.9265,2.9393000000000002,2.9832,6.803999999999997
2012-09-27,2013,3.0317000000000003,2.9307,2.9307,2.9851,6.526800000000027
2012-09-28,2013,3.0056,2.9160000000000004,2.9156999999999997,2.9663999999999997,5.892599999999976
2012-10-01,2013,3.0258,2.9217,2.917,2.9632,6.312600000000004
2012-10-02,2013,3.0147000000000004,2.9173,2.9037,2.9547000000000003,6.232800000000022
2012-10-03,2013,3.0255,2.9185000000000003,2.9138,2.9577,6.337799999999983
2012-10-04,2013,3.0168,2.9268,2.9279,2.9725,5.653199999999993
2012-10-05,2013,3.0029000000000003,2.9198000000000004,2.9069,2.9512,5.3508000000000076
2012-10-08,2013,3.0236,2.9267000000000003,2.8868,2.9363,6.148799999999994
2012-10-09,2013,3.0436,2.9367,2.8899,2.9408,6.6275999999999975
2012-10-10,2013,3.0208,2.9298,2.8726,2.9281,6.153000000000003
2012-10-11,2013,3.0065,2.9048000000000003,2.8599,2.905,6.165599999999974
2012-10-12,2013,3.0614,2.9530000000000003,2.9086000000000003,2.947,6.165599999999974
2012-10-15,2013,3.0457,2.9562,2.9108,2.9526,5.514599999999999
2012-10-16,2013,3.045,2.9662,2.9202,2.9741000000000004,5.573400000000011
2012-10-17,2013,3.0862,2.9873000000000003,2.9530000000000003,2.9998,6.1193999999999695
2012-10-18,2013,3.1117000000000004,3.0069,2.9663,3.0101,6.241200000000021
2012-10-19,2013,3.1447000000000003,3.0452999999999997,3.0033,3.0488,6.085800000000029
2012-10-22,2013,3.1425,3.0232,2.9715,3.0057,6.447000000000008
2012-10-23,2013,3.1568,3.0312,2.9688,3.0098000000000003,6.997200000000013
2012-10-24,2013,3.1378,3.0143,2.9385000000000003,2.9867000000000004,7.2113999999999985
2012-10-25,2013,3.0776,2.9614,2.8994,2.9572000000000003,7.308000000000016
2012-10-26,2013,3.0351,2.9399,2.883,2.9397,6.379799999999997
2012-10-29,2013,3.015,2.9343,2.8749000000000002,2.9433,6.262199999999991
2012-10-30,2013,3.0277999999999996,2.9446,2.897,2.9586,6.081600000000002
2012-10-31,2013,3.0085,2.9062,2.8587000000000002,2.9202999999999997,6.883799999999979
2012-11-01,2013,3.0404,2.9391000000000003,2.9010000000000002,2.9638999999999998,6.896399999999968
2012-11-02,2013,3.0279000000000003,2.9454000000000002,2.9097000000000004,2.9767,6.278999999999989
2012-11-05,2013,3.029,2.9605,2.9044,2.9886,6.413399999999993
2012-11-06,2013,3.0214,2.9519,2.8952,2.9844999999999997,6.669599999999974
2012-11-07,2013,3.0055,2.9372000000000003,2.8872000000000004,2.9739,6.509999999999973
2012-11-08,2013,3.0063,2.9406,2.8938,2.9804000000000004,6.396600000000014
2012-11-09,2013,2.9887,2.917,2.8789,2.9637000000000002,6.5730000000000315
2012-11-12,2013,3.0004000000000004,2.9396,2.8945,2.9848000000000003,6.346200000000038
2012-11-13,2013,2.9223000000000003,2.8598000000000003,2.8032999999999997,2.8952,6.484800000000013
2012-11-14,2013,2.8567,2.8204000000000002,2.766,2.8663,5.737199999999984
2012-11-15,2013,2.8966000000000003,2.8404000000000003,2.7885000000000004,2.8785000000000003,6.140399999999995
2012-11-16,2013,2.9435000000000002,2.8928,2.8206,2.9103,5.896800000000003
2012-11-19,2013,2.9554,2.8906,2.8476999999999997,2.9252999999999996,5.980799999999994
2012-11-20,2013,2.9881,2.9291,2.8973,2.9755000000000003,5.762400000000018
2012-11-21,2013,2.9793000000000003,2.9282,2.8944,2.9742,5.497800000000019
2012-11-23,2013,3.0014999999999996,2.9638999999999998,2.9211,3.0088999999999997,5.2667999999999795
2012-11-26,2013,3.0181999999999998,2.9858,2.9271,3.0126999999999997,4.955999999999995
2012-11-27,2013,3.0214999999999996,2.9838,2.9238999999999997,3.012,5.283599999999996
2012-11-28,2013,3.0023,2.9758999999999998,2.9124,3.0120999999999998,5.296200000000004
2012-11-29,2013,2.9462,2.9232,2.8388,2.9522000000000004,5.728800000000022
2012-11-30,2013,2.9761,2.9331,2.8387000000000002,2.9517,6.552000000000006
2012-12-03,2013,2.9819999999999998,2.9259,2.8505000000000003,2.9532,6.669599999999974
2012-12-04,2013,2.9651,2.9082999999999997,2.8225,2.9243,6.661200000000031
2012-12-05,2013,2.9814999999999996,2.915,2.8064,2.9126,7.253399999999975
2012-12-06,2013,2.9597,2.8806,2.7771,2.8789999999999996,7.602000000000002
2012-12-07,2013,2.9856,2.9001,2.8229,2.9227999999999996,7.786799999999963
2012-12-10,2013,2.9976,2.9038999999999997,2.8234,2.9174,7.883400000000018
2012-12-11,2013,2.9711000000000003,2.8811,2.8119,2.9082,7.8246000000000056
2012-12-12,2013,2.9951999999999996,2.9112999999999998,2.8257,2.9272000000000005,7.786800000000019
2012-12-13,2013,2.9616000000000002,2.8836,2.7973000000000003,2.8956999999999997,7.408799999999986
2012-12-14,2013,2.9221,2.8616,2.7522,2.8575999999999997,6.967799999999969
2012-12-17,2013,2.9237,2.8612,2.7432999999999996,2.8491000000000004,7.068600000000033
2012-12-18,2013,2.92,2.8634,2.7718000000000003,2.8663,6.346199999999982
2012-12-19,2013,2.9356,2.866,2.7806,2.861,6.299999999999996
2012-12-20,2013,2.9392,2.8510000000000004,2.7574,2.8352,6.971999999999978
2012-12-21,2013,2.9314999999999998,2.8347,2.7426999999999997,2.8123,6.988799999999995
2012-12-24,2013,2.9568,2.8554000000000004,2.7681,2.8293,6.829199999999975
2012-12-26,2013,2.9825,2.8794,2.8027999999999995,2.8613,6.787200000000017
2012-12-27,2013,2.9488,2.8333999999999997,2.765,2.8204000000000002,7.173600000000012
2012-12-28,2013,2.9593000000000003,2.8492,2.7842000000000002,2.8377999999999997,6.8753999999999795
2012-12-31,2013,2.9661,2.8631,2.7913,2.8468,6.656999999999985
2013-01-02,2013,2.9208,2.8215,2.7487,2.802,6.409200000000003
2013-01-03,2013,2.9211,2.8411,2.765,2.8205,5.690999999999998
2013-01-04,2013,2.9139,2.8501999999999996,2.7744,2.8310000000000004,5.052600000000031
2013-01-07,2013,2.9104,2.8449,2.7719,2.8312,5.241600000000001
2013-01-08,2013,2.9068,2.83,2.7695,2.8243,5.527200000000007
2013-01-09,2013,2.8914999999999997,2.8226999999999998,2.7687,2.8238,5.203799999999996
2013-01-10,2013,2.8674,2.8076999999999996,2.7495,2.8079,4.960200000000023
2013-01-11,2013,2.8855,2.8172,2.7493,2.8160000000000003,5.67000000000001
2013-01-14,2013,2.9163,2.8248,2.7632999999999996,2.8305000000000002,6.665400000000021
2013-01-15,2013,2.8884,2.8106,2.7376,2.8097000000000003,6.295800000000006
2013-01-16,2013,2.8879,2.8152,2.7464,2.818,6.060600000000013
2013-01-17,2013,2.8059,2.7470999999999997,2.6591000000000005,2.7402999999999995,5.879999999999968
2013-01-18,2013,2.8569999999999998,2.7965,2.7017,2.7851,6.043799999999978
2013-01-22,2013,2.8720999999999997,2.8043,2.7011000000000003,2.7843999999999998,6.346199999999963
2013-01-23,2013,2.8789999999999996,2.7811000000000003,2.6861,2.7731,7.765799999999956
2013-01-24,2013,2.8971,2.8044,2.7070999999999996,2.7898,7.366800000000028
2013-01-25,2013,2.8491000000000004,2.77,2.6655,2.7539,7.034999999999999
2013-01-28,2013,2.8282,2.7602999999999995,2.6620999999999997,2.752,6.627600000000016
2013-01-29,2013,2.8076999999999996,2.7455000000000003,2.6456,2.733,6.2831999999999795
2013-01-30,2013,2.8283,2.7563999999999997,2.6568,2.7481,6.85440000000001
2013-01-31,2013,2.8294,2.7805,2.6612999999999998,2.762,6.283200000000017
2013-02-01,2013,2.8276,2.8002,2.6776999999999997,2.7861000000000002,5.703600000000025
2013-02-04,2013,2.8027999999999995,2.7818,2.6498000000000004,2.7554000000000003,5.317199999999974
2013-02-05,2013,2.79,2.7655000000000003,2.6399,2.7414,5.291999999999995
2013-02-06,2013,2.7992000000000004,2.7565,2.6372000000000004,2.7332,5.825400000000002
2013-02-07,2013,2.8026999999999997,2.7654,2.6338,2.7348000000000003,5.808600000000004
2013-02-08,2013,2.8404000000000003,2.8005,2.6694,2.7667,5.762400000000018
2013-02-11,2013,2.7848,2.752,2.6112,2.7117,5.598600000000008
2013-02-12,2013,2.7819,2.7508,2.6061,2.7037999999999998,5.409599999999982
2013-02-13,2013,2.8002,2.7435,2.6229,2.7019,5.699399999999997
2013-02-14,2013,2.8152,2.7411000000000003,2.6178,2.6919,6.224399999999986
2013-02-15,2013,2.8019,2.7332,2.5824000000000003,2.67,6.5645999999999765
2013-02-19,2013,2.7231,2.6647000000000003,2.5162999999999998,2.6019,6.048000000000005
2013-02-20,2013,2.772,2.7185,2.5685000000000002,2.6552,5.888399999999967
2013-02-21,2013,2.8344,2.766,2.6319999999999997,2.7138999999999998,6.312600000000004
2013-02-22,2013,2.8026,2.7399,2.5877,2.6763,6.3546
2013-02-25,2013,2.7895999999999996,2.7287,2.5748,2.6656,6.371399999999979
2013-02-26,2013,2.7533,2.6974,2.5453,2.6392,6.291599999999997
2013-02-27,2013,2.7591,2.7026999999999997,2.5633999999999997,2.6543,6.186600000000037
2013-02-28,2013,2.7481,2.6997000000000004,2.5625,2.6473,5.594399999999981
2013-03-01,2013,2.7522,2.6875999999999998,2.559,2.6341,5.867400000000016
2013-03-04,2013,2.7426,2.6637,2.5433000000000003,2.6164,6.383999999999987
2013-03-05,2013,2.7167000000000003,2.6452,2.5201,2.5980000000000003,6.274800000000036
2013-03-06,2013,2.7632,2.6732,2.5486,2.6169,6.648599999999986
2013-03-07,2013,2.7835,2.6904000000000003,2.5624000000000002,2.6336,6.900599999999977
2013-03-08,2013,2.7813999999999997,2.6972000000000005,2.5819,2.6515,6.45959999999996
2013-03-11,2013,2.7435,2.6674,2.5406999999999997,2.6092,6.073200000000003
2013-03-12,2013,2.758,2.6641000000000004,2.5436,2.6096,6.7157999999999785
2013-03-13,2013,2.7735000000000003,2.6807999999999996,2.5473,2.6211,6.993000000000041
2013-03-14,2013,2.7744,2.6887,2.5362,2.6112,6.749400000000012
2013-03-15,2013,2.7935000000000003,2.7015,2.545,2.6237,7.169400000000022
2013-03-18,2013,2.8355,2.7174,2.5683999999999996,2.6388,7.917000000000014
2013-03-19,2013,2.7893,2.6635000000000004,2.5157,2.5861,8.240399999999987
2013-03-20,2013,2.8679,2.7185,2.5921,2.6517,8.778000000000002
2013-03-21,2013,2.8257,2.6891000000000003,2.5553,2.6121,8.122799999999982
2013-03-22,2013,2.8426,2.7061,2.5664999999999996,2.6283,8.328600000000005
2013-03-25,2013,2.8497000000000003,2.7218999999999998,2.5902,2.6536,8.030400000000029
2013-03-26,2013,2.8807,2.7342,2.6201999999999996,2.6787,8.61000000000002
2013-03-27,2013,2.8254,2.7157999999999998,2.597,2.6652,7.467600000000017
2013-03-28,2013,2.8076999999999996,2.7006,2.5993,2.6682,7.391999999999988
2013-04-01,2013,2.7805,2.6883,2.5738,2.6444,6.837600000000012
2013-04-02,2013,2.8120999999999996,2.7077,2.5898000000000003,2.6599,7.328999999999967
2013-04-03,2013,2.7993,2.6849000000000003,2.5556,2.6351,8.143799999999988
2013-04-04,2013,2.7818,2.6813,2.5674,2.6483999999999996,7.6229999999999905
2013-04-05,2013,2.8575,2.7281,2.6323000000000003,2.6944,8.042999999999981
2013-04-08,2013,2.8204000000000002,2.7112,2.6248,2.6820999999999997,6.993000000000004
2013-04-09,2013,2.8069,2.7068,2.6096,2.6656999999999997,6.560400000000005
2013-04-10,2013,2.8041,2.6962,2.6102,2.6623,6.720000000000006
2013-04-11,2013,2.8319,2.7308,2.6326,2.6929000000000003,6.778800000000018
2013-04-12,2013,2.7983,2.6944,2.6058999999999997,2.6622000000000003,6.728400000000024
2013-04-15,2013,2.8123,2.6951,2.5951,2.6492,7.1946
2013-04-16,2013,2.8057999999999996,2.6886,2.5908999999999995,2.6486,7.345800000000002
2013-04-17,2013,2.7932,2.6670999999999996,2.5751,2.6312,7.652400000000034
2013-04-18,2013,2.8156,2.6744,2.5798,2.6316,8.106000000000002
2013-04-19,2013,2.7961,2.6649000000000003,2.5652999999999997,2.6275999999999997,8.126999999999992
2013-04-22,2013,2.7969,2.6575,2.5395,2.6001,8.399999999999988
2013-04-23,2013,2.825,2.6919999999999997,2.5707,2.6385,8.433600000000023
2013-04-24,2013,2.8199,2.6989,2.5649,2.6379,8.147999999999998
2013-04-25,2013,2.8188,2.6860000000000004,2.5619,2.6268000000000002,8.30339999999999
2013-04-26,2013,2.7624,2.6395999999999997,2.5115,2.5787999999999998,7.984200000000007
2013-04-29,2013,2.818,2.6702,2.5391,2.5917000000000003,8.416800000000023
2013-04-30,2013,2.7901,2.6664999999999996,2.5378,2.5927,7.497000000000004
2013-05-01,2013,2.7691000000000003,2.6581,2.5284,2.593,7.375200000000008
2013-05-02,2013,2.7593,2.6666000000000003,2.5456,2.6117000000000004,6.6696000000000115
2013-05-03,2013,2.7911,2.6923000000000004,2.5793,2.6445,6.8879999999999875
2013-05-06,2013,2.8217000000000003,2.7081,2.6184,2.6757999999999997,7.182000000000011
2013-05-07,2013,2.8286000000000002,2.708,2.6147000000000005,2.6747,7.585199999999985
2013-05-08,2013,2.8316000000000003,2.7310000000000003,2.625,2.6826999999999996,6.648599999999986
2013-05-09,2013,2.8634,2.7499000000000002,2.6312,2.6937,7.391999999999988
2013-05-10,2013,2.8897000000000004,2.7498,2.6288,2.6949,8.652000000000017
2013-05-13,2013,2.8497000000000003,2.7235,2.5874,2.6648,8.551200000000009
2013-05-14,2013,2.8132,2.6994,2.5561000000000003,2.6354,8.110200000000011
2013-05-15,2013,2.787,2.693,2.5335,2.6167000000000002,7.442400000000001
2013-05-16,2013,2.7708,2.6738,2.5262000000000002,2.6049,7.379399999999999
2013-05-17,2013,2.7459,2.6699,2.5332,2.6138,6.577199999999984
2013-05-20,2013,2.717,2.6483,2.5098,2.597,6.547800000000016
2013-05-21,2013,2.7594,2.6919999999999997,2.5486,2.6302999999999996,6.262199999999991
2013-05-22,2013,2.7095,2.6479000000000004,2.5,2.5806999999999998,5.976599999999967
2013-05-23,2013,2.7752999999999997,2.7007999999999996,2.5679000000000003,2.6473,6.4637999999999876
2013-05-24,2013,2.7843,2.7231,2.5938,2.6719999999999997,5.854799999999989
2013-05-28,2013,2.8201,2.7485000000000004,2.6181,2.6906,6.052199999999977
2013-05-29,2013,2.7965,2.7407999999999997,2.6148000000000002,2.6858,5.3214000000000015
2013-05-30,2013,2.7828,2.7394,2.5992,2.6776999999999997,5.119799999999986
2013-05-31,2013,2.7845999999999997,2.7318000000000002,2.5879000000000003,2.6649000000000003,5.451599999999978
2013-06-03,2014,2.6275999999999997,2.688,2.4772,2.6063,2.88539999999999
2013-06-04,2014,2.6473,2.7112,2.5173,2.6501,2.8938000000000077
2013-06-05,2014,2.6620999999999997,2.7163999999999997,2.5233000000000003,2.6502999999999997,3.0533999999999715
2013-06-06,2014,2.6677,2.7099,2.522,2.6449000000000003,3.389400000000009
2013-06-07,2014,2.6525,2.7015,2.5334,2.6556,3.074400000000016
2013-06-10,2014,2.6654,2.7058999999999997,2.5318,2.6511,3.3096000000000085
2013-06-11,2014,2.6148000000000002,2.6515,2.4717,2.5931,3.557400000000028
2013-06-12,2014,2.5980000000000003,2.6386000000000003,2.4478,2.5661,3.2634000000000043
2013-06-13,2014,2.6361000000000003,2.6647000000000003,2.4774000000000003,2.5877999999999997,3.435599999999976
2013-06-14,2014,2.6424000000000003,2.6545,2.4667,2.5753,4.053000000000011
2013-06-17,2014,2.6562,2.6708,2.4843,2.5941,3.9984000000000073
2013-06-18,2014,2.6919,2.721,2.5198,2.6417,3.8975999999999997
2013-06-19,2014,2.7182999999999997,2.7310000000000003,2.5254,2.6439999999999997,4.447799999999967
2013-06-20,2014,2.6853,2.7051,2.5096000000000003,2.6206,3.8303999999999885
2013-06-21,2014,2.7351,2.7206,2.5374,2.6406,4.943400000000006
2013-06-24,2014,2.7651999999999997,2.7474000000000003,2.5538,2.6605000000000003,5.228999999999993
2013-06-25,2014,2.7533,2.7511,2.5496,2.6532999999999998,4.447799999999986
2013-06-26,2014,2.7473,2.7552,2.5676,2.6660000000000004,3.8010000000000197
2013-06-27,2014,2.7599,2.7724,2.5863,2.6904000000000003,3.8472000000000053
2013-06-28,2014,2.7365,2.7681999999999998,2.5995,2.7114,3.368400000000002
2013-07-01,2014,2.6411000000000002,2.6763999999999997,2.4966999999999997,2.6068000000000002,3.1416000000000457
2013-07-02,2014,2.6636,2.6922,2.5121,2.6277,3.6539999999999893
2013-07-03,2014,2.6699,2.7102999999999997,2.5385,2.6525,3.091200000000014
2013-07-05,2014,2.6645,2.7112,2.5447,2.6568,2.746799999999996
2013-07-08,2014,2.7051999999999996,2.7264,2.5428,2.6494999999999997,3.590999999999968
2013-07-09,2014,2.6576999999999997,2.6957999999999998,2.5194,2.6329000000000002,3.1668000000000056
2013-07-10,2014,2.6468000000000003,2.6993,2.4955000000000003,2.6096,2.587199999999995
2013-07-11,2014,2.6479000000000004,2.6976999999999998,2.5025,2.6231,2.973600000000027
2013-07-12,2014,2.6045999999999996,2.6416000000000004,2.4378,2.5635000000000003,3.725399999999972
2013-07-15,2014,2.6441000000000003,2.6777999999999995,2.4828,2.6055,3.738000000000036
2013-07-16,2014,2.6378,2.6811000000000003,2.4861,2.6108,3.418799999999978
2013-07-17,2014,2.6389,2.6966,2.4994,2.6145,2.4107999999999956
2013-07-18,2014,2.6433999999999997,2.6925,2.5,2.6127999999999996,2.675399999999976
2013-07-19,2014,2.6264999999999996,2.6813,2.479,2.5912,2.4107999999999956
2013-07-22,2014,2.6116,2.6777999999999995,2.4867,2.5959,1.806000000000025
2013-07-23,2014,2.5868,2.6664999999999996,2.4731,2.5824000000000003,1.243200000000031
2013-07-24,2014,2.5715,2.6548000000000003,2.448,2.5617,1.27679999999999
2013-07-25,2014,2.6014,2.694,2.4993,2.6096,0.7434000000000021
2013-07-26,2014,2.6494999999999997,2.7419,2.5424,2.6545,0.8273999999999928
2013-07-29,2014,2.6606,2.7412,2.5622000000000003,2.6724,1.2431999999999936
2013-07-30,2014,2.6132999999999997,2.7023,2.5391,2.6448,0.701399999999988
2013-07-31,2014,2.5751999999999997,2.6639999999999997,2.5066,2.6149,0.8189999999999937
2013-08-01,2014,2.5108,2.5927999999999995,2.4224,2.5321000000000002,1.1634000000000304
2013-08-02,2014,2.4987,2.5795,2.4284,2.5275,0.7685999999999993
2013-08-05,2014,2.4914,2.5598,2.4108,2.5046,1.0667999999999944
2013-08-06,2014,2.4939,2.556,2.3963,2.4969,1.616999999999999
2013-08-07,2014,2.5262000000000002,2.6011,2.4419,2.5535,1.5414000000000074
2013-08-08,2014,2.4847,2.5669999999999997,2.4200999999999997,2.5324,1.260000000000029
2013-08-09,2014,2.5131,2.5792,2.4254,2.5359,1.8647999999999998
2013-08-12,2014,2.4981,2.5723000000000003,2.4124,2.5196,1.3859999999999966
2013-08-13,2014,2.5633,2.6214999999999997,2.4866,2.5862,1.738799999999995
2013-08-14,2014,2.5667,2.6554,2.5454,2.6502999999999997,0.680399999999981
2013-08-15,2014,2.5343999999999998,2.6122,2.5241,2.6263,1.024799999999999
2013-08-16,2014,2.5153,2.5961000000000003,2.492,2.5978,1.0499999999999776
2013-08-19,2014,2.5664999999999996,2.6475,2.5481,2.6556,1.1129999999999987
2013-08-20,2014,2.5273,2.6311,2.537,2.6527999999999996,0.5039999999999818
2013-08-21,2014,2.5463999999999998,2.6336,2.5507,2.6685000000000003,1.2852000000000077
2013-08-22,2014,2.5585,2.6391000000000004,2.5412,2.6581,1.5245999999999906
2013-08-23,2014,2.5776999999999997,2.6527999999999996,2.5627,2.6738999999999997,1.5161999999999916
2013-08-26,2014,2.5683,2.6479000000000004,2.5631,2.682,1.6505999999999768
2013-08-27,2014,2.5562,2.6255,2.5454,2.6633999999999998,2.0453999999999892
2013-08-28,2014,2.591,2.6452999999999998,2.553,2.6697,2.6208000000000284
2013-08-29,2014,2.6313999999999997,2.6699,2.5893,2.7133,3.590999999999968
2013-08-30,2014,2.6286,2.6798,2.5831,2.7152999999999996,3.4019999999999797
2013-09-03,2014,2.6037,2.6435000000000004,2.5321000000000002,2.6587,3.6455999999999715
2013-09-04,2014,2.6069,2.6562,2.5262000000000002,2.6542000000000003,3.3053999999999997
2013-09-05,2014,2.6052999999999997,2.6765,2.5452,2.6784,2.603999999999993
2013-09-06,2014,2.5203,2.6022000000000003,2.4676,2.6031999999999997,2.2553999999999848
2013-09-09,2014,2.4817,2.5819,2.4322999999999997,2.5726,1.6842000000000104
2013-09-10,2014,2.4547,2.5559,2.4236,2.5601,1.4825999999999953
2013-09-11,2014,2.4499,2.5382,2.4106,2.5376,1.6253999999999982
