date,vintage,rb_jun,ho_jun,rb_dec,ho_dec,crack_jun_bbl,crack_dec_bbl,spread_bbl,spread_gal,expiry_date,cal_days_to_expiry,tdays_to_expiry,tday_index,is_current
2012-06-22,2013,2.9607,2.8618,2.8718,2.9449,4.1537999999999995,-3.070200000000007,7.224000000000006,0.17200000000000015,2013-05-31,343,236,15,False
2012-06-25,2013,2.9295,2.8301999999999996,2.844,2.9227999999999996,4.170600000000016,-3.30959999999999,7.480200000000006,0.17810000000000015,2013-05-31,340,235,16,False
2012-06-26,2013,2.8727,2.7847000000000004,2.7555,2.8480000000000003,3.6959999999999846,-3.8850000000000104,7.580999999999995,0.18049999999999988,2013-05-31,339,234,17,False
2012-06-27,2013,2.8150999999999997,2.7344,2.6830000000000003,2.7841000000000005,3.3893999999999904,-4.246200000000008,7.635599999999998,0.18179999999999996,2013-05-31,338,233,18,False
2012-06-28,2013,2.7958,2.7154000000000003,2.6254000000000004,2.7321,3.3767999999999825,-4.481399999999982,7.8581999999999645,0.18709999999999916,2013-05-31,337,232,19,False
2012-06-29,2013,2.8063,2.741,2.642,2.7497000000000003,2.742599999999987,-4.523400000000015,7.266000000000002,0.17300000000000004,2013-05-31,336,231,20,False
2012-07-02,2013,2.7722,2.7176,2.6129000000000002,2.722,2.2932000000000086,-4.58219999999999,6.875399999999998,0.16369999999999996,2013-05-31,333,230,21,False
2012-07-03,2013,2.7683999999999997,2.7239999999999998,2.6082,2.7213,1.8647999999999998,-4.75019999999999,6.6149999999999896,0.15749999999999975,2013-05-31,332,229,22,False
2012-07-05,2013,2.7802999999999995,2.7152,2.61,2.7201999999999997,2.734199999999988,-4.628399999999994,7.362599999999982,0.17529999999999957,2013-05-31,330,228,23,False
2012-07-06,2013,2.7568,2.6919,2.5683,2.6762,2.7258000000000076,-4.531800000000014,7.257600000000021,0.1728000000000005,2013-05-31,329,227,24,False
2012-07-09,2013,2.8037,2.7425,2.6475999999999997,2.7544999999999997,2.5703999999999967,-4.4898,7.0601999999999965,0.16809999999999992,2013-05-31,326,226,25,False
2012-07-10,2013,2.8007999999999997,2.75,2.6663,2.7701,2.133599999999989,-4.359599999999986,6.493199999999975,0.1545999999999994,2013-05-31,325,225,26,False
2012-07-11,2013,2.8407,2.7702,2.6842,2.7885000000000004,2.9610000000000003,-4.380600000000012,7.341600000000012,0.1748000000000003,2013-05-31,324,224,27,False
2012-07-12,2013,2.8555,2.8051999999999997,2.7174,2.8138,2.112600000000019,-4.048800000000002,6.161400000000021,0.1467000000000005,2013-05-31,323,223,28,False
2012-07-13,2013,2.8567,2.8062,2.7281999999999997,2.8257,2.1209999999999996,-4.095000000000006,6.2160000000000055,0.14800000000000013,2013-05-31,322,222,29,False
2012-07-16,2013,2.8468999999999998,2.8133999999999997,2.7393,2.8421,1.4070000000000036,-4.317599999999991,5.724599999999994,0.13629999999999987,2013-05-31,319,221,30,False
2012-07-17,2013,2.8894,2.8456,2.7678,2.8665,1.8396000000000026,-4.1454,5.985000000000003,0.14250000000000007,2013-05-31,318,220,31,False
2012-07-18,2013,2.8705000000000003,2.847,2.7705,2.8672000000000004,0.9870000000000125,-4.06140000000001,5.048400000000022,0.12020000000000053,2013-05-31,317,219,32,False
2012-07-19,2013,2.9084,2.8869,2.7987,2.8975999999999997,0.9030000000000031,-4.153799999999981,5.056799999999984,0.12039999999999962,2013-05-31,316,218,33,False
2012-07-20,2013,2.9412000000000003,2.8885,2.8349,2.9208,2.213400000000008,-3.607799999999985,5.821199999999993,0.13859999999999983,2013-05-31,315,217,34,False
2012-07-23,2013,2.9652999999999996,2.9067000000000003,2.8413999999999997,2.93,2.4611999999999714,-3.721200000000019,6.182399999999991,0.14719999999999978,2013-05-31,312,216,35,False
2012-07-24,2013,2.9196,2.8787000000000003,2.8113,2.8945,1.717799999999988,-3.494399999999988,5.212199999999976,0.12409999999999943,2013-05-31,311,215,36,False
2012-07-25,2013,2.9466,2.8841,2.8097000000000003,2.8857,2.625,-3.191999999999984,5.816999999999984,0.13849999999999962,2013-05-31,310,214,37,False
2012-07-26,2013,2.9492000000000003,2.8866,2.8131,2.8909,2.629200000000009,-3.2675999999999945,5.896800000000003,0.14040000000000008,2013-05-31,309,213,38,False
2012-07-27,2013,2.9103,2.8723,2.793,2.8789999999999996,1.595999999999992,-3.6119999999999752,5.207999999999967,0.12399999999999922,2013-05-31,308,212,39,False
2012-07-30,2013,2.9488,2.9123,2.8406000000000002,2.9206,1.5329999999999897,-3.3599999999999843,4.892999999999974,0.11649999999999938,2013-05-31,305,211,40,False
2012-07-31,2013,2.8697000000000004,2.8337,2.7439,2.8188999999999997,1.51200000000002,-3.149999999999989,4.662000000000009,0.11100000000000021,2013-05-31,304,210,41,False
2012-08-01,2013,2.8594,2.8382,2.7396,2.8194,0.8903999999999952,-3.351600000000004,4.241999999999999,0.10099999999999998,2013-05-31,303,209,42,False
2012-08-02,2013,2.8786,2.8586,2.7727999999999997,2.845,0.8400000000000007,-3.0324000000000204,3.872400000000021,0.0922000000000005,2013-05-31,302,208,43,False
2012-08-03,2013,2.8572,2.8161,2.7461,2.7988999999999997,1.7262000000000057,-2.2175999999999796,3.9437999999999853,0.09389999999999965,2013-05-31,301,207,44,False
2012-08-06,2013,2.9043,2.8528,2.7973000000000003,2.8444,2.1630000000000136,-1.978199999999978,4.1411999999999916,0.0985999999999998,2013-05-31,298,206,45,False
2012-08-07,2013,2.8916000000000004,2.8284,2.7774,2.82,2.6544000000000247,-1.7891999999999895,4.443600000000014,0.10580000000000034,2013-05-31,297,205,46,False
2012-08-08,2013,2.8815,2.8167,2.7537000000000003,2.8039,2.7215999999999987,-2.1083999999999916,4.82999999999999,0.11499999999999977,2013-05-31,296,204,47,False
2012-08-09,2013,2.9285,2.86,2.806,2.861,2.8770000000000095,-2.3100000000000067,5.187000000000016,0.12350000000000039,2013-05-31,295,203,48,False
2012-08-10,2013,2.9348,2.8758999999999997,2.8174,2.8725,2.4738000000000167,-2.314199999999997,4.788000000000014,0.11400000000000032,2013-05-31,294,202,49,False
2012-08-13,2013,2.9419,2.8657999999999997,2.8164999999999996,2.8689,3.1962000000000117,-2.2008000000000187,5.39700000000003,0.12850000000000072,2013-05-31,291,201,50,False
2012-08-14,2013,2.951,2.8771,2.8305000000000002,2.8907,3.1038000000000032,-2.5283999999999827,5.632199999999986,0.13409999999999966,2013-05-31,290,200,51,False
2012-08-15,2013,2.9613,2.8882,2.8438,2.9021,3.070200000000007,-2.4486000000000008,5.518800000000008,0.13140000000000018,2013-05-31,289,199,52,False
2012-08-16,2013,2.9651,2.8889,2.8243,2.8813,3.200400000000002,-2.3939999999999975,5.594399999999999,0.13319999999999999,2013-05-31,288,198,53,False
2012-08-17,2013,2.9568,2.8939,2.8369,2.8941000000000003,2.641799999999998,-2.402400000000015,5.044200000000013,0.12010000000000032,2013-05-31,287,197,54,False
2012-08-20,2013,2.9452,2.8876,2.8137,2.8738,2.4191999999999947,-2.524200000000011,4.943400000000006,0.11770000000000014,2013-05-31,284,196,55,False
2012-08-21,2013,2.924,2.8611,2.784,2.843,2.641799999999998,-2.478000000000007,5.119800000000005,0.12190000000000012,2013-05-31,283,195,56,False
2012-08-22,2013,2.9362,2.8560000000000003,2.7706999999999997,2.8204000000000002,3.3683999999999834,-2.087400000000022,5.455800000000005,0.12990000000000013,2013-05-31,282,194,57,False
2012-08-23,2013,2.9098,2.8451,2.739,2.7969999999999997,2.7174000000000085,-2.435999999999993,5.153400000000001,0.12270000000000003,2013-05-31,281,193,58,False
2012-08-24,2013,2.863,2.8122000000000003,2.7260000000000004,2.7901,2.133599999999989,-2.692199999999974,4.825799999999963,0.11489999999999911,2013-05-31,280,192,59,False
2012-08-27,2013,2.8806,2.8160000000000003,2.7348000000000003,2.7999,2.713199999999981,-2.734199999999988,5.447399999999969,0.12969999999999926,2013-05-31,277,191,60,False
2012-08-28,2013,2.9402999999999997,2.8657,2.7991,2.8543000000000003,3.1331999999999907,-2.318400000000006,5.4515999999999964,0.12979999999999992,2013-05-31,276,190,61,False
2012-08-29,2013,2.9276999999999997,2.8495999999999997,2.7906999999999997,2.8425,3.2802000000000024,-2.175600000000003,5.455800000000005,0.12990000000000013,2013-05-31,275,189,62,False
2012-08-30,2013,2.9399,2.8552999999999997,2.7966,2.8506,3.553200000000019,-2.2679999999999927,5.821200000000012,0.13860000000000028,2013-05-31,274,188,63,False
2012-08-31,2013,2.9443,2.8758,2.8074,2.8623000000000003,2.8770000000000095,-2.3058000000000165,5.182800000000026,0.12340000000000062,2013-05-31,273,187,64,False
2012-09-04,2013,2.9361,2.8331,2.7769,2.8198000000000003,4.3260000000000085,-1.801800000000016,6.127800000000025,0.14590000000000058,2013-05-31,269,186,65,False
2012-09-05,2013,2.9153,2.8366000000000002,2.7813,2.8295,3.305399999999981,-2.024400000000001,5.329799999999982,0.12689999999999957,2013-05-31,268,185,66,False
2012-09-06,2013,2.9399,2.845,2.8129000000000004,2.8564999999999996,3.9857999999999993,-1.8311999999999662,5.8169999999999655,0.13849999999999918,2013-05-31,267,184,67,False
2012-09-07,2013,2.9655,2.8566000000000003,2.8249,2.8705000000000003,4.5737999999999905,-1.915200000000013,6.489000000000003,0.15450000000000008,2013-05-31,266,183,68,False
2012-09-10,2013,2.9457999999999998,2.8386,2.8166,2.8574,4.502399999999989,-1.7135999999999978,6.215999999999987,0.1479999999999997,2013-05-31,263,182,69,False
2012-09-11,2013,2.9532,2.8568000000000002,2.8388999999999998,2.8764,4.048799999999983,-1.5750000000000037,5.623799999999987,0.13389999999999969,2013-05-31,262,181,70,False
2012-09-12,2013,2.9451,2.862,2.8235,2.8676,3.490199999999998,-1.8521999999999919,5.34239999999999,0.12719999999999976,2013-05-31,261,180,71,False
2012-09-13,2013,2.9469,2.8685,2.8505000000000003,2.8808999999999996,3.2927999999999917,-1.2767999999999713,4.569599999999963,0.10879999999999912,2013-05-31,260,179,72,False
2012-09-14,2013,2.9912,2.8952999999999998,2.8954000000000004,2.9187,4.027800000000013,-0.9785999999999762,5.0063999999999895,0.11919999999999975,2013-05-31,259,178,73,False
2012-09-17,2013,3.0016000000000003,2.9048000000000003,2.8974,2.9328,4.0656,-1.4867999999999855,5.552399999999985,0.13219999999999965,2013-05-31,256,177,74,False
2012-09-18,2013,3.0043,2.9043,2.91,2.9457999999999998,4.200000000000004,-1.5035999999999836,5.703599999999987,0.1357999999999997,2013-05-31,255,176,75,False
2012-09-19,2013,3.0291,2.9326999999999996,2.9307,2.969,4.04880000000002,-1.6086,5.65740000000002,0.13470000000000049,2013-05-31,254,175,76,False
2012-09-20,2013,3.0186,2.9217,2.9337,2.9812,4.069800000000009,-1.9949999999999948,6.0648000000000035,0.14440000000000008,2013-05-31,253,174,77,False
2012-09-21,2013,2.9985000000000004,2.897,2.9027999999999996,2.9514,4.263000000000025,-2.0412000000000177,6.304200000000042,0.150100000000001,2013-05-31,252,173,78,False
2012-09-24,2013,3.0351999999999997,2.9133,2.911,2.9488,5.119799999999986,-1.587599999999993,6.707399999999979,0.1596999999999995,2013-05-31,249,172,79,False
2012-09-25,2013,3.0474,2.9347000000000003,2.923,2.9662,4.733399999999992,-1.8144000000000053,6.547799999999997,0.15589999999999993,2013-05-31,248,171,80,False
2012-09-26,2013,3.0446,2.9265,2.9393000000000002,2.9832,4.960200000000004,-1.8437999999999928,6.803999999999997,0.16199999999999992,2013-05-31,247,170,81,False
2012-09-27,2013,3.0317000000000003,2.9307,2.9307,2.9851,4.242000000000018,-2.2848000000000095,6.526800000000027,0.15540000000000065,2013-05-31,246,169,82,False
2012-09-28,2013,3.0056,2.9160000000000004,2.9156999999999997,2.9663999999999997,3.7631999999999772,-2.1293999999999986,5.892599999999976,0.14029999999999943,2013-05-31,245,168,83,False
2012-10-01,2013,3.0258,2.9217,2.917,2.9632,4.372199999999994,-1.9404000000000101,6.312600000000004,0.1503000000000001,2013-05-31,242,167,84,False
2012-10-02,2013,3.0147000000000004,2.9173,2.9037,2.9547000000000003,4.090800000000016,-2.1420000000000066,6.232800000000022,0.14840000000000053,2013-05-31,241,166,85,False
2012-10-03,2013,3.0255,2.9185000000000003,2.9138,2.9577,4.49399999999999,-1.8437999999999928,6.337799999999983,0.1508999999999996,2013-05-31,240,165,86,False
2012-10-04,2013,3.0168,2.9268,2.9279,2.9725,3.779999999999994,-1.8731999999999989,5.653199999999993,0.13459999999999983,2013-05-31,239,164,87,False
2012-10-05,2013,3.0029000000000003,2.9198000000000004,2.9069,2.9512,3.490199999999998,-1.8606000000000096,5.3508000000000076,0.12740000000000018,2013-05-31,238,163,88,False
2012-10-08,2013,3.0236,2.9267000000000003,2.8868,2.9363,4.06979999999999,-2.079000000000004,6.148799999999994,0.14639999999999986,2013-05-31,235,162,89,False
2012-10-09,2013,3.0436,2.9367,2.8899,2.9408,4.4898,-2.1377999999999977,6.6275999999999975,0.15779999999999994,2013-05-31,234,161,90,False
2012-10-10,2013,3.0208,2.9298,2.8726,2.9281,3.8219999999999894,-2.3310000000000137,6.153000000000003,0.14650000000000007,2013-05-31,233,160,91,False
2012-10-11,2013,3.0065,2.9048000000000003,2.8599,2.905,4.2713999999999865,-1.8941999999999872,6.165599999999974,0.14679999999999938,2013-05-31,232,159,92,False
2012-10-12,2013,3.0614,2.9530000000000003,2.9086000000000003,2.947,4.5527999999999835,-1.6127999999999902,6.165599999999974,0.14679999999999938,2013-05-31,231,158,93,False
2012-10-15,2013,3.0457,2.9562,2.9108,2.9526,3.7590000000000057,-1.7555999999999932,5.514599999999999,0.13129999999999997,2013-05-31,228,157,94,False
2012-10-16,2013,3.045,2.9662,2.9202,2.9741000000000004,3.30959999999999,-2.263800000000021,5.573400000000011,0.13270000000000026,2013-05-31,227,156,95,False
2012-10-17,2013,3.0862,2.9873000000000003,2.9530000000000003,2.9998,4.153799999999981,-1.9655999999999887,6.1193999999999695,0.14569999999999927,2013-05-31,226,155,96,False
2012-10-18,2013,3.1117000000000004,3.0069,2.9663,3.0101,4.401600000000019,-1.8396000000000026,6.241200000000021,0.1486000000000005,2013-05-31,225,154,97,False
2012-10-19,2013,3.1447000000000003,3.0452999999999997,3.0033,3.0488,4.174800000000025,-1.911000000000004,6.085800000000029,0.1449000000000007,2013-05-31,224,153,98,False
2012-10-22,2013,3.1425,3.0232,2.9715,3.0057,5.010599999999998,-1.4364000000000097,6.447000000000008,0.1535000000000002,2013-05-31,221,152,99,False
2012-10-23,2013,3.1568,3.0312,2.9688,3.0098000000000003,5.275199999999997,-1.7220000000000155,6.997200000000013,0.1666000000000003,2013-05-31,220,151,100,False
2012-10-24,2013,3.1378,3.0143,2.9385000000000003,2.9867000000000004,5.186999999999998,-2.024400000000001,7.2113999999999985,0.17169999999999996,2013-05-31,219,150,101,False
2012-10-25,2013,3.0776,2.9614,2.8994,2.9572000000000003,4.880400000000003,-2.4276000000000124,7.308000000000016,0.17400000000000038,2013-05-31,218,149,102,False
2012-10-26,2013,3.0351,2.9399,2.883,2.9397,3.9983999999999886,-2.381400000000008,6.379799999999997,0.15189999999999992,2013-05-31,217,148,103,False
2012-10-29,2013,3.015,2.9343,2.8749000000000002,2.9433,3.389400000000009,-2.872799999999982,6.262199999999991,0.1490999999999998,2013-05-31,214,147,104,False
2012-10-30,2013,3.0277999999999996,2.9446,2.897,2.9586,3.494399999999988,-2.5872000000000135,6.081600000000002,0.14480000000000004,2013-05-31,213,146,105,False
2012-10-31,2013,3.0085,2.9062,2.8587000000000002,2.9202999999999997,4.296600000000002,-2.587199999999976,6.883799999999979,0.1638999999999995,2013-05-31,212,145,106,False
2012-11-01,2013,3.0404,2.9391000000000003,2.9010000000000002,2.9638999999999998,4.254599999999988,-2.6417999999999795,6.896399999999968,0.16419999999999924,2013-05-31,211,144,107,False
2012-11-02,2013,3.0279000000000003,2.9454000000000002,2.9097000000000004,2.9767,3.4650000000000007,-2.8139999999999885,6.278999999999989,0.14949999999999974,2013-05-31,210,143,108,False
2012-11-05,2013,3.029,2.9605,2.9044,2.9886,2.876999999999991,-3.536400000000002,6.413399999999993,0.15269999999999984,2013-05-31,207,142,109,False
2012-11-06,2013,3.0214,2.9519,2.8952,2.9844999999999997,2.9189999999999863,-3.750599999999988,6.669599999999974,0.15879999999999939,2013-05-31,206,141,110,False
2012-11-07,2013,3.0055,2.9372000000000003,2.8872000000000004,2.9739,2.868599999999992,-3.6413999999999813,6.509999999999973,0.15499999999999936,2013-05-31,205,140,111,False
2012-11-08,2013,3.0063,2.9406,2.8938,2.9804000000000004,2.759400000000004,-3.6372000000000098,6.396600000000014,0.15230000000000032,2013-05-31,204,139,112,False
2012-11-09,2013,2.9887,2.917,2.8789,2.9637000000000002,3.0114000000000134,-3.561600000000018,6.5730000000000315,0.15650000000000075,2013-05-31,203,138,113,False
2012-11-12,2013,3.0004000000000004,2.9396,2.8945,2.9848000000000003,2.553600000000017,-3.7926000000000206,6.346200000000038,0.1511000000000009,2013-05-31,200,137,114,False
2012-11-13,2013,2.9223000000000003,2.8598000000000003,2.8032999999999997,2.8952,2.625,-3.859800000000013,6.484800000000013,0.15440000000000031,2013-05-31,199,136,115,False
2012-11-14,2013,2.8567,2.8204000000000002,2.766,2.8663,1.5245999999999906,-4.212599999999993,5.737199999999984,0.1365999999999996,2013-05-31,198,135,116,False
2012-11-15,2013,2.8966000000000003,2.8404000000000003,2.7885000000000004,2.8785000000000003,2.360400000000001,-3.779999999999994,6.140399999999995,0.14619999999999989,2013-05-31,197,134,117,False
2012-11-16,2013,2.9435000000000002,2.8928,2.8206,2.9103,2.1294000000000173,-3.767399999999986,5.896800000000003,0.14040000000000008,2013-05-31,196,133,118,False
2012-11-19,2013,2.9554,2.8906,2.8476999999999997,2.9252999999999996,2.7215999999999987,-3.2591999999999954,5.980799999999994,0.14239999999999986,2013-05-31,193,132,119,False
2012-11-20,2013,2.9881,2.9291,2.8973,2.9755000000000003,2.478000000000007,-3.2844000000000113,5.762400000000018,0.13720000000000043,2013-05-31,192,131,120,False
2012-11-21,2013,2.9793000000000003,2.9282,2.8944,2.9742,2.1462000000000154,-3.351600000000004,5.497800000000019,0.13090000000000046,2013-05-31,191,130,121,False
2012-11-23,2013,3.0014999999999996,2.9638999999999998,2.9211,3.0088999999999997,1.579199999999994,-3.6875999999999856,5.2667999999999795,0.1253999999999995,2013-05-31,189,129,122,False
2012-11-26,2013,3.0181999999999998,2.9858,2.9271,3.0126999999999997,1.3607999999999993,-3.5951999999999957,4.955999999999995,0.11799999999999988,2013-05-31,186,128,123,False
2012-11-27,2013,3.0214999999999996,2.9838,2.9238999999999997,3.012,1.5833999999999842,-3.700200000000012,5.283599999999996,0.1257999999999999,2013-05-31,185,127,124,False
2012-11-28,2013,3.0023,2.9758999999999998,2.9124,3.0120999999999998,1.1088000000000084,-4.187399999999996,5.296200000000004,0.1261000000000001,2013-05-31,184,126,125,False
2012-11-29,2013,2.9462,2.9232,2.8388,2.9522000000000004,0.9660000000000055,-4.762800000000016,5.728800000000022,0.13640000000000052,2013-05-31,183,125,126,False
2012-11-30,2013,2.9761,2.9331,2.8387000000000002,2.9517,1.8060000000000063,-4.7459999999999996,6.552000000000006,0.15600000000000014,2013-05-31,182,124,127,False
2012-12-03,2013,2.9819999999999998,2.9259,2.8505000000000003,2.9532,2.3561999999999923,-4.313399999999982,6.669599999999974,0.15879999999999939,2013-05-31,179,123,128,False
2012-12-04,2013,2.9651,2.9082999999999997,2.8225,2.9243,2.385600000000017,-4.275600000000014,6.661200000000031,0.15860000000000074,2013-05-31,178,122,129,False
2012-12-05,2013,2.9814999999999996,2.915,2.8064,2.9126,2.7929999999999815,-4.460399999999994,7.253399999999975,0.1726999999999994,2013-05-31,177,121,130,False
2012-12-06,2013,2.9597,2.8806,2.7771,2.8789999999999996,3.3222000000000165,-4.279799999999986,7.602000000000002,0.18100000000000005,2013-05-31,176,120,131,False
2012-12-07,2013,2.9856,2.9001,2.8229,2.9227999999999996,3.590999999999987,-4.195799999999976,7.786799999999963,0.18539999999999912,2013-05-31,175,119,132,False
2012-12-10,2013,2.9976,2.9038999999999997,2.8234,2.9174,3.935400000000005,-3.948000000000013,7.883400000000018,0.18770000000000042,2013-05-31,172,118,133,False
2012-12-11,2013,2.9711000000000003,2.8811,2.8119,2.9082,3.7800000000000127,-4.044599999999993,7.8246000000000056,0.18630000000000013,2013-05-31,171,117,134,False
2012-12-12,2013,2.9951999999999996,2.9112999999999998,2.8257,2.9272000000000005,3.5237999999999943,-4.263000000000025,7.786800000000019,0.18540000000000045,2013-05-31,170,116,135,False
2012-12-13,2013,2.9616000000000002,2.8836,2.7973000000000003,2.8956999999999997,3.2760000000000122,-4.132799999999974,7.408799999999986,0.17639999999999967,2013-05-31,169,115,136,False
2012-12-14,2013,2.9221,2.8616,2.7522,2.8575999999999997,2.5409999999999906,-4.426799999999979,6.967799999999969,0.16589999999999927,2013-05-31,168,114,137,False
2012-12-17,2013,2.9237,2.8612,2.7432999999999996,2.8491000000000004,2.625,-4.443600000000033,7.068600000000033,0.16830000000000078,2013-05-31,165,113,138,False
2012-12-18,2013,2.92,2.8634,2.7718000000000003,2.8663,2.3771999999999993,-3.9689999999999825,6.346199999999982,0.15109999999999957,2013-05-31,164,112,139,False
2012-12-19,2013,2.9356,2.866,2.7806,2.861,2.923199999999995,-3.376800000000001,6.299999999999996,0.1499999999999999,2013-05-31,163,111,140,False
2012-12-20,2013,2.9392,2.8510000000000004,2.7574,2.8352,3.7043999999999837,-3.2675999999999945,6.971999999999978,0.16599999999999948,2013-05-31,162,110,141,False
2012-12-21,2013,2.9314999999999998,2.8347,2.7426999999999997,2.8123,4.065599999999981,-2.923200000000014,6.988799999999995,0.16639999999999988,2013-05-31,161,109,142,False
2012-12-24,2013,2.9568,2.8554000000000004,2.7681,2.8293,4.258799999999979,-2.5703999999999967,6.829199999999975,0.1625999999999994,2013-05-31,158,108,143,False
2012-12-26,2013,2.9825,2.8794,2.8027999999999995,2.8613,4.330199999999999,-2.4570000000000185,6.787200000000017,0.1616000000000004,2013-05-31,156,107,144,False
2012-12-27,2013,2.9488,2.8333999999999997,2.765,2.8204000000000002,4.846800000000007,-2.326800000000005,7.173600000000012,0.17080000000000028,2013-05-31,155,106,145,False
2012-12-28,2013,2.9593000000000003,2.8492,2.7842000000000002,2.8377999999999997,4.624200000000004,-2.251199999999976,6.8753999999999795,0.1636999999999995,2013-05-31,154,105,146,False
2012-12-31,2013,2.9661,2.8631,2.7913,2.8468,4.32599999999999,-2.330999999999995,6.656999999999985,0.15849999999999964,2013-05-31,151,104,147,False
2013-01-02,2013,2.9208,2.8215,2.7487,2.802,4.170599999999998,-2.2386000000000053,6.409200000000003,0.15260000000000007,2013-05-31,149,103,148,False
2013-01-03,2013,2.9211,2.8411,2.765,2.8205,3.360000000000003,-2.330999999999995,5.690999999999998,0.13549999999999995,2013-05-31,148,102,149,False
2013-01-04,2013,2.9139,2.8501999999999996,2.7744,2.8310000000000004,2.675400000000013,-2.377200000000018,5.052600000000031,0.12030000000000074,2013-05-31,147,101,150,False
2013-01-07,2013,2.9104,2.8449,2.7719,2.8312,2.7510000000000048,-2.490599999999996,5.241600000000001,0.12480000000000002,2013-05-31,144,100,151,False
2013-01-08,2013,2.9068,2.83,2.7695,2.8243,3.225599999999999,-2.3016000000000076,5.527200000000007,0.13160000000000016,2013-05-31,143,99,152,False
2013-01-09,2013,2.8914999999999997,2.8226999999999998,2.7687,2.8238,2.889599999999999,-2.314199999999997,5.203799999999996,0.1238999999999999,2013-05-31,142,98,153,False
2013-01-10,2013,2.8674,2.8076999999999996,2.7495,2.8079,2.507400000000013,-2.4528000000000096,4.960200000000023,0.11810000000000054,2013-05-31,141,97,154,False
2013-01-11,2013,2.8855,2.8172,2.7493,2.8160000000000003,2.868599999999992,-2.801400000000018,5.67000000000001,0.13500000000000023,2013-05-31,140,96,155,False
2013-01-14,2013,2.9163,2.8248,2.7632999999999996,2.8305000000000002,3.8429999999999964,-2.822400000000025,6.665400000000021,0.1587000000000005,2013-05-31,137,95,156,False
2013-01-15,2013,2.8884,2.8106,2.7376,2.8097000000000003,3.2675999999999945,-3.0282000000000115,6.295800000000006,0.14990000000000014,2013-05-31,136,94,157,False
2013-01-16,2013,2.8879,2.8152,2.7464,2.818,3.0534000000000088,-3.0072000000000045,6.060600000000013,0.14430000000000032,2013-05-31,135,93,158,False
2013-01-17,2013,2.8059,2.7470999999999997,2.6591000000000005,2.7402999999999995,2.469600000000008,-3.41039999999996,5.879999999999968,0.13999999999999924,2013-05-31,134,92,159,False
2013-01-18,2013,2.8569999999999998,2.7965,2.7017,2.7851,2.5409999999999906,-3.5027999999999873,6.043799999999978,0.14389999999999947,2013-05-31,133,91,160,False
2013-01-22,2013,2.8720999999999997,2.8043,2.7011000000000003,2.7843999999999998,2.847599999999985,-3.4985999999999784,6.346199999999963,0.15109999999999912,2013-05-31,129,90,161,False
