tday_index,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,mean,median,min,max
21,6.875399999999998,3.6539999999999893,5.052600000000031,8.387399999999982,12.310199999999988,6.4469999999999885,0.6299999999999866,4.876199999999985,7.727999999999989,11.692800000000018,1.898399999999996,7.963199999999981,8.21939999999998,8.3874,7.093799999999993,6.722999999999994,7.301699999999993,0.6299999999999866,12.310199999999988
22,6.6149999999999896,3.091200000000014,4.708199999999976,8.219399999999998,12.150600000000004,6.812399999999986,0.646800000000022,4.872000000000014,8.467200000000009,11.621399999999998,2.335200000000004,7.858200000000002,8.341199999999995,8.400000000000016,6.619200000000007,6.7242000000000015,7.335299999999994,0.646800000000022,12.150600000000004
23,7.362599999999982,2.746799999999996,4.926600000000026,8.156399999999998,11.32320000000001,7.421400000000013,0.8609999999999891,5.863199999999988,8.358000000000013,11.251800000000003,2.167200000000004,7.7615999999999845,8.211,8.223600000000019,7.643999999999989,6.759600000000002,7.591499999999998,0.8609999999999891,11.32320000000001
24,7.257600000000021,3.590999999999968,4.561199999999983,7.90439999999997,11.390400000000014,7.1946,0.38639999999999475,5.485199999999983,8.815799999999982,12.012000000000018,1.780800000000009,8.072399999999988,7.392000000000007,8.660400000000006,7.5306000000000095,6.750299999999997,7.324800000000014,0.38639999999999475,12.012000000000018
25,7.0601999999999965,3.1668000000000056,5.073600000000001,7.580999999999995,10.886399999999977,6.375599999999979,0.3611999999999975,4.972800000000002,8.72760000000001,12.209399999999988,2.5073999999999943,8.232000000000006,6.997199999999994,8.198399999999982,7.408799999999985,6.596399999999994,7.028699999999995,0.3611999999999975,12.209399999999988
26,6.493199999999975,2.587199999999995,4.892999999999993,7.429800000000011,11.7642,6.4890000000000025,0.2855999999999872,4.670400000000008,8.479800000000008,11.885999999999996,3.0450000000000284,8.61000000000004,7.2197999999999976,7.366799999999991,7.744800000000005,6.515700000000002,6.856499999999986,0.2855999999999872,11.885999999999996
27,7.341600000000012,2.973600000000027,5.031599999999987,8.328599999999987,11.491200000000003,5.527200000000008,0.14699999999999314,4.124399999999984,8.126999999999999,11.60039999999999,3.5826000000000064,7.702799999999991,6.8795999999999875,7.627199999999999,6.942599999999972,6.463199999999998,7.1106,0.14699999999999314,11.60039999999999
28,6.161400000000021,3.725399999999972,4.8551999999999875,8.139600000000017,11.142599999999995,5.535600000000007,0.4620000000000051,3.0240000000000027,8.521800000000022,11.902800000000013,3.490199999999998,7.786800000000019,7.9169999999999945,7.723799999999997,7.173600000000002,6.456300000000004,6.942600000000009,0.4620000000000051,11.902800000000013
29,6.2160000000000055,3.738000000000036,4.447799999999986,7.677599999999994,10.470600000000012,6.232799999999986,0.823199999999984,3.8136000000000183,8.677200000000033,11.373599999999996,4.107599999999995,8.097600000000003,8.101799999999994,6.921600000000002,6.888000000000016,6.478500000000003,6.577199999999994,0.823199999999984,11.373599999999996
30,5.724599999999994,3.418799999999978,4.019399999999996,7.417200000000023,10.697399999999996,6.283199999999997,0.7895999999999876,4.636799999999993,9.076200000000007,11.51219999999999,3.7422000000000075,8.681399999999968,8.1228,6.274800000000019,6.4763999999999955,6.4568999999999965,6.279000000000008,0.7895999999999876,11.51219999999999
31,5.985000000000003,2.4107999999999956,3.6917999999999944,7.992599999999987,10.638600000000013,6.917399999999974,1.297799999999997,3.9227999999999965,8.870400000000021,11.932199999999982,3.2423999999999973,8.374800000000011,7.551600000000008,5.892600000000013,6.921600000000011,6.3372,6.4511999999999885,1.297799999999997,11.932199999999982
32,5.048400000000022,2.675399999999976,4.855200000000025,8.257200000000005,10.336200000000018,7.580999999999995,0.6342000000000141,3.9564000000000124,8.425200000000004,11.571000000000003,2.9819999999999887,8.391600000000007,7.093800000000012,6.005999999999991,6.656999999999976,6.2724000000000055,6.549900000000002,0.6342000000000141,11.571000000000003
33,5.056799999999984,2.4107999999999956,4.892999999999974,8.744399999999988,10.235399999999991,8.572200000000008,0.18060000000002674,4.044599999999992,8.236200000000016,11.533200000000015,2.88959999999998,8.55119999999999,7.286999999999991,5.984999999999984,5.917800000000001,6.329999999999996,6.635999999999988,0.18060000000002674,11.533200000000015
34,5.821199999999993,1.806000000000025,4.7585999999999515,9.084600000000016,10.575600000000001,8.273999999999994,-0.2772000000000068,4.06979999999998,8.227799999999988,10.785599999999988,3.2550000000000052,8.441999999999984,7.467599999999998,6.505799999999993,6.426000000000001,6.342599999999993,6.9866999999999955,-0.2772000000000068,10.785599999999988
35,6.182399999999991,1.243200000000031,4.074000000000018,10.344600000000007,11.890200000000025,8.20679999999999,-0.9786000000000135,4.065599999999991,8.261399999999995,10.365599999999977,2.8728000000000007,7.765799999999993,6.442799999999998,6.577200000000003,6.934199999999982,6.236700000000001,6.510000000000001,-0.9786000000000135,11.890200000000025
36,5.212199999999976,1.27679999999999,3.6749999999999963,10.470599999999994,11.550000000000004,7.866600000000001,-0.9828000000000037,4.548600000000002,7.148400000000015,10.487400000000012,2.9022000000000068,8.269800000000032,6.1698,6.014400000000009,6.736799999999994,6.0435000000000025,6.092100000000005,-0.9828000000000037,11.550000000000004
37,5.816999999999984,0.7434000000000021,4.73340000000001,10.260599999999998,12.20939999999999,8.294999999999991,-1.3062000000000147,4.809000000000002,7.106400000000001,10.084199999999981,2.8769999999999722,8.21519999999999,6.127800000000006,6.396599999999995,6.400799999999995,6.169199999999994,6.2622,-1.3062000000000147,12.20939999999999
38,5.896800000000003,0.8273999999999928,5.174400000000008,9.91200000000001,13.083000000000014,8.198399999999992,-1.2642000000000007,4.716600000000003,6.9342000000000015,9.64740000000001,3.4398000000000035,7.732200000000016,6.459599999999979,6.657000000000004,6.224399999999996,6.243900000000003,6.558299999999991,-1.2642000000000007,13.083000000000014
39,5.207999999999967,1.2431999999999936,5.40960000000002,9.702000000000014,12.873000000000001,7.623000000000009,-1.7682000000000198,3.7967999999999833,6.883800000000006,9.760799999999989,3.767399999999986,7.660799999999996,7.522199999999982,6.925800000000011,6.799800000000016,6.186299999999996,6.904800000000009,-1.7682000000000198,12.873000000000001
40,4.892999999999974,0.701399999999988,5.376000000000005,10.281600000000005,12.856200000000001,7.480200000000024,-0.8820000000000148,2.8854000000000086,6.707399999999998,9.844799999999996,3.7128000000000014,8.992200000000025,7.8078000000000065,6.9089999999999945,6.543599999999979,6.254700000000001,6.808199999999996,-0.8820000000000148,12.856200000000001
41,4.662000000000009,0.8189999999999937,4.964399999999994,10.298400000000022,12.86460000000001,6.9300000000000015,-0.18900000000002581,3.452400000000012,6.010199999999999,10.31100000000001,3.687600000000004,9.034200000000022,7.7868,7.728000000000007,6.022800000000018,6.311400000000004,6.4701,-0.18900000000002581,12.86460000000001
42,4.241999999999999,1.1634000000000304,5.674200000000019,10.168199999999988,13.431599999999994,6.640200000000005,-0.7391999999999932,3.418800000000006,5.842200000000019,10.3236,3.0869999999999864,9.172800000000034,8.601600000000005,6.732599999999995,6.304199999999978,6.268500000000006,6.241200000000012,-0.7391999999999932,13.431599999999994
43,3.872400000000021,0.7685999999999993,5.804399999999995,9.508799999999997,12.994800000000023,5.989199999999993,-0.38639999999999475,3.649799999999999,5.884199999999995,11.272800000000007,3.9102000000000077,9.378599999999985,8.412599999999998,7.316399999999996,6.362999999999999,6.3126000000000015,5.936699999999995,-0.38639999999999475,12.994800000000023
44,3.9437999999999853,1.0667999999999944,5.901000000000012,8.706600000000002,13.897799999999998,6.144600000000005,-0.8399999999999634,3.9816000000000185,5.447400000000016,11.239200000000011,3.5111999999999677,9.429000000000016,8.420999999999996,6.896400000000005,6.640200000000015,6.267600000000003,6.022800000000009,-0.8399999999999634,13.897799999999998
45,4.1411999999999916,1.616999999999999,6.16980000000002,9.000600000000006,13.754999999999987,6.211799999999996,-0.6972000000000165,3.515400000000014,5.170199999999981,11.331600000000002,4.187400000000014,9.353399999999986,8.2194,6.350399999999991,6.396600000000005,6.308999999999998,6.190800000000008,-0.6972000000000165,13.754999999999987
46,4.443600000000014,1.5414000000000074,6.085799999999992,8.509200000000014,14.2212,5.9262000000000095,0.5586000000000038,3.2676000000000043,5.128200000000004,10.592400000000008,3.712799999999983,9.571800000000017,8.328599999999987,5.879999999999987,6.669600000000003,6.269100000000002,5.9030999999999985,0.5586000000000038,14.2212
47,4.82999999999999,1.260000000000029,5.501999999999991,8.597399999999993,14.527799999999996,6.5016000000000105,0.7769999999999797,3.3138000000000085,4.871999999999986,10.479000000000012,3.5531999999999817,9.021599999999996,8.252999999999997,6.463800000000005,6.501599999999993,6.282299999999998,5.982899999999998,0.7769999999999797,14.527799999999996
48,5.187000000000016,1.8647999999999998,5.699399999999997,8.652000000000017,14.1372,7.266000000000002,-0.3570000000000073,3.2886000000000006,5.686800000000008,11.067000000000021,3.3599999999999843,9.22320000000001,7.778400000000001,6.799800000000025,6.010200000000019,6.403800000000005,6.249600000000012,-0.3570000000000073,14.1372
49,4.788000000000014,1.3859999999999966,5.132399999999994,8.706599999999984,14.05739999999999,7.46339999999999,0.12179999999999591,4.078200000000017,5.413799999999973,11.272800000000007,3.1668000000000056,9.328199999999988,8.059800000000017,6.799799999999969,6.039600000000006,6.412499999999996,6.106799999999971,0.12179999999999591,14.05739999999999
50,5.39700000000003,1.738799999999995,4.708199999999994,9.093000000000014,14.019600000000004,7.543200000000009,-0.562799999999994,5.195399999999988,5.439000000000007,11.869200000000017,3.775799999999985,9.525599999999976,7.602000000000002,6.837600000000012,6.064799999999985,6.584400000000002,6.13830000000001,-0.562799999999994,14.019600000000004
51,5.632199999999986,0.680399999999981,5.346599999999961,8.765399999999996,14.532000000000014,7.488600000000006,-0.873599999999997,5.720400000000004,4.909799999999991,11.613000000000017,3.6539999999999893,9.302999999999992,7.597799999999993,6.841799999999983,5.884200000000014,6.515099999999992,6.281099999999993,-0.873599999999997,14.532000000000014
52,5.518800000000008,1.024799999999999,5.8085999999999665,8.635200000000001,14.212800000000012,7.2071999999999985,-1.0248000000000177,6.123599999999997,4.1117999999999855,12.725999999999999,3.2591999999999954,10.226999999999965,7.329000000000023,6.963600000000016,6.089999999999991,6.580199999999996,6.543600000000007,-1.0248000000000177,14.212800000000012
53,5.594399999999999,1.0499999999999776,5.283599999999996,9.025800000000022,14.191800000000004,7.068600000000004,-1.5246000000000093,6.518399999999991,4.5653999999999915,13.410600000000006,4.372200000000013,10.470599999999994,7.912800000000005,6.594000000000001,6.228600000000004,6.752399999999999,6.556199999999996,-1.5246000000000093,14.191800000000004
54,5.044200000000013,1.1129999999999987,5.779199999999998,9.563399999999982,14.935199999999988,6.476400000000005,-1.26839999999999,6.8040000000000065,4.099199999999996,13.595400000000005,4.128599999999984,10.932600000000019,8.097600000000003,6.774600000000009,5.690999999999979,6.862500000000002,6.625500000000008,-1.26839999999999,14.935199999999988
55,4.943400000000006,0.5039999999999818,5.523000000000035,10.008599999999989,14.893199999999982,7.068600000000005,-0.3570000000000073,5.91780000000001,4.036199999999994,13.843200000000007,4.137000000000001,10.869600000000034,7.874999999999981,7.2113999999999985,5.632200000000013,6.891000000000003,6.493200000000008,-0.3570000000000073,14.893199999999982
56,5.119800000000005,1.2852000000000077,4.733400000000029,10.348799999999997,13.927200000000006,6.6107999999999905,-0.6761999999999908,6.043799999999988,3.8261999999999983,13.372800000000002,4.132800000000011,10.319399999999991,7.736399999999987,7.6734000000000036,5.627999999999996,6.746700000000002,6.327299999999989,-0.6761999999999908,13.927200000000006
57,5.455800000000005,1.5245999999999906,4.426799999999997,10.344600000000007,12.910800000000005,6.5855999999999835,-0.34020000000000916,5.334000000000009,4.246200000000008,14.095199999999995,4.472999999999983,9.958200000000012,8.4672,7.971599999999999,5.384400000000004,6.8181,6.020699999999994,-0.34020000000000916,14.095199999999995
58,5.153400000000001,1.5161999999999916,4.0656,10.311000000000012,12.898199999999996,6.862800000000009,0.2604000000000086,4.368000000000004,3.943800000000004,14.338800000000006,4.65360000000001,10.063199999999973,8.836799999999997,7.786799999999982,5.6532000000000115,6.7898999999999985,6.008100000000005,0.2604000000000086,14.338800000000006
59,4.825799999999963,1.6505999999999768,4.712400000000022,10.399200000000011,12.419400000000012,6.921600000000011,0.2058000000000053,5.531399999999997,3.1541999999999977,13.742399999999996,4.506600000000017,10.092600000000017,8.105999999999984,7.1946,5.296200000000004,6.6758999999999995,6.226500000000004,0.2058000000000053,13.742399999999996
60,5.447399999999969,2.0453999999999892,5.569200000000021,10.638599999999995,12.196799999999982,7.291199999999981,-0.19319999999999737,6.0648000000000035,2.944200000000021,13.7088,4.115999999999994,10.075800000000001,8.509200000000014,6.724200000000005,5.3382,6.7956,6.394500000000004,-0.19319999999999737,13.7088
61,5.4515999999999964,2.6208000000000284,5.128199999999985,10.6848,11.8524,7.539000000000018,0.625800000000015,6.757799999999992,3.6623999999999883,13.738200000000006,3.3473999999999764,10.185000000000006,9.353400000000004,6.547799999999987,5.4726000000000035,6.963900000000001,6.652799999999989,0.625800000000015,13.738200000000006
62,5.455800000000005,3.590999999999968,5.107199999999997,10.991399999999992,12.209399999999999,6.967799999999987,0.7769999999999797,7.161000000000003,4.338599999999979,13.003200000000003,3.5952000000000144,10.785600000000006,9.051000000000002,6.850200000000001,5.560799999999984,7.1345999999999945,6.908999999999994,0.7769999999999797,13.003200000000003
63,5.821200000000012,3.4019999999999797,4.6620000000000275,11.541599999999997,11.575200000000011,7.417199999999994,1.5707999999999762,8.240399999999998,4.355399999999996,13.5408,3.528000000000003,10.390799999999993,8.895599999999991,7.022399999999982,5.615400000000006,7.283099999999997,7.219799999999989,1.5707999999999762,13.5408
64,5.182800000000026,3.6455999999999715,5.266799999999998,10.932599999999999,11.659199999999995,7.2113999999999985,2.2973999999999988,8.673000000000014,4.880400000000003,14.112000000000013,3.8472000000000053,10.81920000000002,8.862000000000013,7.442399999999992,6.102600000000009,7.488000000000002,7.326899999999995,2.2973999999999988,14.112000000000013
65,6.127800000000025,3.3053999999999997,5.056800000000021,11.025000000000027,11.579399999999993,7.669199999999996,2.8349999999999955,8.152199999999997,4.439400000000005,13.549199999999981,4.095000000000006,10.974599999999995,9.500399999999999,6.841799999999983,5.909400000000011,7.5108000000000015,7.255499999999989,2.8349999999999955,13.549199999999981
66,5.329799999999982,2.603999999999993,5.615399999999988,10.709999999999996,11.6886,8.248799999999996,3.2507999999999964,7.769999999999993,3.611999999999994,13.792800000000028,3.8975999999999997,10.722600000000021,9.580199999999998,6.547799999999978,5.850599999999999,7.383599999999996,7.158899999999986,2.603999999999993,13.792800000000028
67,5.8169999999999655,2.2553999999999848,6.556200000000033,11.180400000000017,12.427799999999994,8.567999999999989,3.3809999999999913,7.597800000000003,3.0491999999999813,14.594999999999988,4.187400000000014,10.101000000000017,10.054799999999993,5.6111999999999975,6.808200000000006,7.527299999999997,7.077000000000018,2.2553999999999848,14.594999999999988
68,6.489000000000003,1.6842000000000104,6.736800000000004,10.957799999999995,12.385799999999978,9.294600000000003,3.0366000000000106,7.866600000000001,3.2423999999999786,14.21700000000001,5.090400000000018,9.5718,9.760800000000007,5.649000000000003,6.795599999999979,7.570200000000001,7.301700000000002,1.6842000000000104,14.21700000000001
69,6.215999999999987,1.4825999999999953,6.913200000000022,10.130400000000003,12.684000000000012,8.526000000000003,2.8938000000000264,6.875399999999999,3.481799999999999,14.624400000000012,5.863200000000026,9.029999999999976,9.235800000000019,5.027400000000006,5.241600000000001,7.356000000000004,6.89430000000001,1.4825999999999953,14.624400000000012
70,5.623799999999987,1.6253999999999982,6.896400000000005,10.840200000000046,12.637800000000007,8.04719999999999,3.0492000000000186,6.967799999999998,3.9396000000000324,15.124200000000004,5.073600000000001,9.534000000000031,10.357200000000017,5.539799999999977,5.985000000000003,7.518300000000009,6.932100000000002,1.6253999999999982,15.124200000000004
71,5.34239999999999,2.8181999999999974,6.585600000000021,11.104800000000008,13.259399999999994,8.1312,3.0533999999999715,6.7788000000000075,4.691399999999996,14.838599999999998,4.33439999999997,10.042200000000005,9.954000000000004,6.0017999999999825,5.997599999999992,7.6382999999999965,6.682200000000014,2.8181999999999974,14.838599999999998
72,4.569599999999963,2.6627999999999865,6.568799999999985,12.087599999999993,13.44420000000002,8.106000000000003,3.3515999999999853,6.862799999999991,4.556999999999974,13.797,4.204199999999994,9.752400000000009,9.588599999999998,5.779200000000016,5.6742,7.523699999999995,6.715799999999988,2.6627999999999865,13.797
73,5.0063999999999895,2.776200000000002,6.0984000000000185,11.953200000000008,13.696199999999992,8.4042,2.6333999999999804,5.359200000000026,4.5696,13.89779999999999,4.82160000000001,8.849399999999967,10.046399999999975,5.9304,5.539799999999996,7.431599999999996,6.014400000000009,2.6333999999999804,13.89779999999999
74,5.552399999999985,2.9777999999999984,5.985000000000003,11.86919999999998,13.129200000000019,8.467199999999998,2.94840000000001,4.48979999999999,5.165999999999991,14.053199999999983,4.279799999999986,8.950199999999993,9.622199999999994,6.047999999999987,5.695200000000007,7.395599999999994,6.016499999999995,2.94840000000001,14.053199999999983
75,5.703599999999987,2.9273999999999853,5.91360000000002,11.743199999999975,13.196400000000002,8.353800000000012,2.784600000000001,3.8682000000000127,4.964400000000013,14.498400000000007,3.9018000000000086,8.685599999999976,9.160199999999989,5.724599999999994,5.913599999999983,7.244699999999999,5.819100000000008,2.784600000000001,14.498400000000007
76,5.65740000000002,2.5956000000000126,6.388199999999977,10.966200000000013,12.650400000000005,7.816200000000007,2.255400000000022,3.330599999999987,4.809000000000002,14.9016,4.1537999999999995,8.572200000000016,9.084599999999998,6.560399999999986,5.858999999999998,7.124400000000004,6.474299999999982,2.255400000000022,14.9016
77,6.0648000000000035,3.1206000000000014,6.980399999999977,10.920000000000028,12.9528,7.942199999999992,2.2049999999999903,3.1584000000000065,4.829999999999972,14.632799999999992,3.7842000000000215,7.971599999999999,8.547,6.400800000000004,6.489000000000003,7.107899999999999,6.690599999999991,2.2049999999999903,14.632799999999992
78,6.304200000000042,3.855600000000023,7.333199999999994,11.575199999999995,13.54920000000001,8.715000000000002,2.1923999999999824,3.9144000000000068,4.8258,14.47320000000001,3.6960000000000033,7.581000000000014,8.168999999999986,6.803999999999988,6.35879999999999,7.356300000000004,7.068599999999991,2.1923999999999824,14.47320000000001
79,6.707399999999979,3.3809999999999913,7.030800000000009,12.137999999999987,13.918800000000005,8.765399999999996,2.461199999999991,4.1454,4.7039999999999855,14.091000000000005,3.347399999999995,7.013999999999992,7.916999999999995,6.585600000000002,,7.300499999999995,6.860699999999985,2.461199999999991,14.091000000000005
80,6.547799999999997,2.8811999999999998,6.220200000000014,12.331199999999985,13.906200000000007,8.580599999999997,2.100000000000011,5.976599999999994,5.363399999999997,14.191799999999995,3.2633999999999856,6.362999999999999,8.307599999999999,6.904800000000004,,7.3527,6.455399999999997,2.100000000000011,14.191799999999995
81,6.803999999999997,2.3100000000000067,7.144199999999987,12.12959999999999,13.780200000000002,8.88300000000001,1.2264000000000141,5.800200000000023,5.766600000000008,13.687800000000014,3.023999999999984,6.715800000000016,9.164399999999997,6.783000000000008,,7.372800000000004,6.7935000000000025,1.2264000000000141,13.780200000000002
82,6.526800000000027,2.633399999999999,7.509599999999975,12.444600000000019,12.810000000000006,8.97959999999998,0.40740000000000265,6.980399999999996,5.716199999999995,13.166999999999994,3.796800000000011,6.312599999999986,8.53860000000002,6.514200000000001,,7.3098,6.753600000000011,0.40740000000000265,13.166999999999994
83,5.892599999999976,3.301199999999991,7.303799999999988,12.175799999999974,13.284600000000001,9.256800000000016,0.38639999999999475,5.712000000000005,6.186599999999999,12.074999999999985,3.658199999999998,6.892200000000015,8.148000000000017,7.706999999999971,,7.284299999999994,7.098000000000002,0.38639999999999475,13.284600000000001
84,6.312600000000004,4.06140000000001,7.076999999999995,12.293399999999998,13.171200000000006,9.126599999999993,0.29400000000000404,4.851000000000006,6.144600000000004,11.797799999999997,3.960600000000002,6.497400000000021,8.34960000000003,7.975799999999989,,7.279500000000005,6.7872000000000074,0.29400000000000404,13.171200000000006
85,6.232800000000022,3.8808000000000202,7.366800000000009,11.730599999999985,13.473600000000019,8.601599999999994,0.05879999999999441,5.552400000000023,6.329400000000021,11.969999999999988,5.111400000000006,5.917799999999992,8.28660000000001,8.114400000000002,,7.330500000000005,6.848100000000015,0.05879999999999441,13.473600000000019
86,6.337799999999983,3.691800000000013,6.774600000000009,11.302199999999996,13.662599999999996,9.223199999999991,-0.37380000000000635,4.174799999999979,6.4763999999999955,11.85659999999999,4.708200000000013,5.942999999999989,8.202599999999983,8.072399999999996,,7.146599999999995,6.625500000000002,-0.37380000000000635,13.662599999999996
87,5.653199999999993,4.355400000000015,6.728400000000024,11.25599999999999,13.885200000000019,8.845200000000006,0.18899999999998762,4.893000000000002,6.551999999999987,11.478599999999986,4.397399999999973,5.964000000000033,7.862399999999992,7.828799999999996,,7.134900000000001,6.640200000000005,0.18899999999998762,13.885200000000019
88,5.3508000000000076,4.15799999999999,6.333600000000011,11.818800000000003,14.141399999999999,9.135000000000009,0.36539999999998685,4.767000000000007,6.762000000000001,11.839799999999993,5.111399999999987,5.25419999999999,7.631400000000008,8.29500000000001,,7.211700000000001,6.547800000000006,0.36539999999998685,14.141399999999999
